term,term_norm,semantic_family,semantic_action,semantic_confidence,mapping_rule,matched_pattern,n_family_matches,all_family_matches,review_flag,manual_override_family,manual_note,candidate_sources,candidate_journals,candidate_periods,max_keyness_score,max_pct_point_lift,max_doc_count,max_doc_pct
female psychology,female psychology,body_sexuality_gender,mapped_initial,high,gender_terms,\bgender\b|\bfemininity\b|\bmasculinity\b|\bfemale\b|\bmale\b|\bqueer\b|\btransgender\b,1,body_sexuality_gender,,,,key_bigrams_by_journal_period,japa,1990-2009,2.309364,0.9631,10.0,1.0256
female sexual,female sexual,body_sexuality_gender,mapped_initial,high,sexuality_terms,\bsexual\b|\bsexuality\b|\bsex\b|\berotic\b|\beroticism\b,1,body_sexuality_gender,,,,key_bigrams_by_journal_period,japa,1946-1969,2.508846,1.2065,7.0,1.3011
female sexuality,female sexuality,body_sexuality_gender,mapped_initial,high,sexuality_terms,\bsexual\b|\bsexuality\b|\bsex\b|\berotic\b|\beroticism\b,1,body_sexuality_gender,,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period,ijpa | japa,1946-1969 | 1970-1989,3.322664,1.3857,65.0,1.8587
females,females,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychology,1970-1989,4.605728,2.8617,4.0,3.252
fenichel otto,fenichel otto,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,5.001129,1.895,13.0,1.895
ferenczi budapest,ferenczi budapest,history_theory_schools,mapped_initial,high,school_author_terms,\blacan\b|\blacanian\b|\bkohut\b|\bkohutian\b|\bfairbairn\b|\bferenczi\b|\bbalint\b,1,history_theory_schools,,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,2.960702,1.2858,9.0,1.312
ferenczi ferenczi,ferenczi ferenczi,history_theory_schools,mapped_initial,high,school_author_terms,\blacan\b|\blacanian\b|\bkohut\b|\bkohutian\b|\bfairbairn\b|\bferenczi\b|\bbalint\b,1,history_theory_schools,,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,3.984544,1.6035,11.0,1.6035
final,final,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa,1990-2009 | 2010-2025,78.136921,14.1618,524.0,17.765
final version,final version,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1990-2009 | 2010-2025,76.498785,14.1952,371.0,15.616
finally author,finally author,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1990-2009,2.95781,1.044,23.0,1.1461
find,find,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,ijpa,1920-1945,43.791828,9.3905,105.0,15.3061
fisher charles,fisher charles,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1946-1969,3.772686,1.6385,9.0,1.6729
focus,focus,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,psychoanalytic_psychology,1970-1989 | 1990-2009,11.344944,4.2989,280.0,10.5691
fonagy,fonagy,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,1990-2009,7.589112,2.21,30.0,3.0769
forensic,forensic,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,2010-2025,21.42324,6.3621,31.0,6.4815
forest park,forest park,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,japa,1970-1989,2.922751,1.2693,14.0,1.3216
formation,formation,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1946-1969 | 1970-1989,22.253485,4.9959,147.0,9.2896
former editor,former editor,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,3.17993,1.3261,10.0,1.3699
founding,founding,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_dialogues,1990-2009 | 2010-2025,37.724827,8.2841,121.0,9.0125
founding board,founding board,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_dialogues,2010-2025,6.893864,2.1692,23.0,2.2052
founding member,founding member,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_dialogues,1990-2009 | 2010-2025,7.81283,2.271,35.0,2.3969
fourches cologny,fourches cologny,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,2.665512,0.9843,14.0,1.0029
fourteenth international,fourteenth international,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,3.020884,1.312,9.0,1.312
frame reference,frame reference,technique_interpretation_process,mapped_initial,medium,technique_setting_terms,\btechnique(s)?\b|\btechnical\b|\bsetting\b|\bframe\b,1,technique_interpretation_process,optional_review_medium_confidence,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1970-1989,2.45916,0.9318,19.0,1.4208
framework,framework,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,1990-2009,13.154751,3.9066,53.0,7.0175
france,france,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,ijpa,2010-2025,44.489865,9.2144,145.0,10.1556
francesco gazzillo,francesco gazzillo,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychology,2010-2025,6.664877,2.4038,15.0,2.4038
francis grier,francis grier,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,2010-2025,5.316289,1.7199,21.0,1.7199
frank lachmann,frank lachmann,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychology,1970-1989 | 1990-2009,4.899787,3.0444,14.0,3.252
frank summers,frank summers,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychology,1990-2009,3.482112,1.2047,17.0,1.2862
frankfurt germany,frankfurt germany,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,2010-2025,4.977328,1.6102,21.0,1.7199
fred busch,fred busch,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period,japa,1990-2009,3.023433,1.1456,34.0,1.3333
frequently,frequently,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,1946-1969,16.270806,4.3814,40.0,7.4349
freud,freud,history_theory_schools,mapped_initial,high,freud_school_terms,\bfreud\b|\bfreudian\b|\bsigmund freud\b,1,history_theory_schools,,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1920-1945 | 1946-1969 | 1970-1989 | 1990-2009 | 2010-2025,110.584967,17.7042,2350.0,35.2697
freud himself,freud himself,history_theory_schools,mapped_initial,high,freud_school_terms,\bfreud\b|\bfreudian\b|\bsigmund freud\b,1,history_theory_schools,,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945 | 1946-1969,4.83084,1.7051,70.0,2.3324
freud pointed,freud pointed,history_theory_schools,mapped_initial,high,freud_school_terms,\bfreud\b|\bfreudian\b|\bsigmund freud\b,1,history_theory_schools,,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,3.573207,1.438,11.0,1.6035
freud sigmund,freud sigmund,history_theory_schools,mapped_initial,high,freud_school_terms,\bfreud\b|\bfreudian\b|\bsigmund freud\b,1,history_theory_schools,,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,12.233081,3.7117,26.0,3.7901
freud stated,freud stated,history_theory_schools,mapped_initial,high,freud_school_terms,\bfreud\b|\bfreudian\b|\bsigmund freud\b,1,history_theory_schools,,,,key_bigrams_by_period,,1946-1969,2.51397,0.8698,17.0,0.9753
freud vienna,freud vienna,history_theory_schools,mapped_initial,high,freud_school_terms,\bfreud\b|\bfreudian\b|\bsigmund freud\b,1,history_theory_schools,,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,5.869266,2.1169,15.0,2.1866
freud's,freud's,history_theory_schools,mapped_initial,high,freud_school_terms,\bfreud\b|\bfreudian\b|\bsigmund freud\b,1,history_theory_schools,,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1946-1969 | 1970-1989 | 1990-2009 | 2010-2025,62.370196,8.983,1716.0,20.9836
freud's thinking,freud's thinking,history_theory_schools,mapped_initial,high,freud_school_terms,\bfreud\b|\bfreudian\b|\bsigmund freud\b,1,history_theory_schools,,,,key_bigrams_by_journal_period,ijpa,2010-2025,3.284705,1.1364,17.0,1.3923
freud's writings,freud's writings,history_theory_schools,mapped_initial,high,freud_school_terms,\bfreud\b|\bfreudian\b|\bsigmund freud\b,1,history_theory_schools,,,,key_bigrams_by_journal_period,japa,1970-1989,2.247328,0.9372,10.0,1.4684
freudian,freudian,history_theory_schools,mapped_initial,high,freud_school_terms,\bfreud\b|\bfreudian\b|\bsigmund freud\b,1,history_theory_schools,,,,key_terms_by_journal_period | key_terms_by_period,psychoanalytic_psychology,1990-2009,6.613315,1.9082,151.0,4.9839
function,function,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1946-1969 | 1970-1989,33.517262,6.1017,1053.0,14.1264
function ego,function ego,ego_self_narcissism,mapped_initial,high,structural_ego_terms,\bego\b|\bid\b|\bsuperego\b|\bego[- ]ideal\b,1,ego_self_narcissism,,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1946-1969,3.497466,1.21,22.0,1.4108
functioning,functioning,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period,ijpa | psychoanalytic_psychology,1990-2009 | 2010-2025,35.498309,7.9284,781.0,13.9423
functions,functions,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1946-1969 | 1970-1989,29.56015,6.8039,187.0,11.8959
functions ego,functions ego,ego_self_narcissism,mapped_initial,high,structural_ego_terms,\bego\b|\bid\b|\bsuperego\b|\bego[- ]ideal\b,1,ego_self_narcissism,,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1946-1969,4.172881,1.2839,25.0,1.4938
fund award,fund award,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1946-1969,3.047439,1.1253,14.0,1.1618
gazzillo uniroma,gazzillo uniroma,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychology,2010-2025,3.321036,1.4423,9.0,1.4423
gender,gender,body_sexuality_gender,mapped_initial,high,gender_terms,\bgender\b|\bfemininity\b|\bmasculinity\b|\bfemale\b|\bmale\b|\bqueer\b|\btransgender\b,1,body_sexuality_gender,,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,psychoanalytic_dialogues | psychoanalytic_psychology,1990-2009 | 2010-2025,60.889303,12.0885,440.0,14.6692
gender identity,gender identity,body_sexuality_gender,mapped_initial,high,gender_terms,\bgender\b|\bfemininity\b|\bmasculinity\b|\bfemale\b|\bmale\b|\bqueer\b|\btransgender\b,2,body_sexuality_gender | ego_self_narcissism,manual_review_multiple_family_matches,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1990-2009,3.104769,1.0958,77.0,1.641
gender sexuality,gender sexuality,body_sexuality_gender,mapped_initial,high,sexuality_terms,\bsexual\b|\bsexuality\b|\bsex\b|\berotic\b|\beroticism\b,1,body_sexuality_gender,,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues,1990-2009 | 2010-2025,37.707154,8.3592,120.0,8.629
genetic,genetic,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,1970-1989,8.048327,2.442,26.0,3.8179
george atwood,george atwood,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychology,1990-2009,1.775927,0.9126,6.0,0.9646
germany,germany,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,ijpa,2010-2025,28.774719,6.3187,158.0,7.6986
giuseppe civitarese,giuseppe civitarese,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit,,,,,32.0,0.2631
give,give,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa,1920-1945 | 1946-1969,54.314428,11.511,444.0,16.1808
give rise,give rise,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal,ijpa,,2.232319,0.5736,48.0,0.8851
glen gabbard,glen gabbard,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | japa,1990-2009 | 2010-2025,4.857466,1.5955,71.0,2.0513
glover edward,glover edward,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,11.09311,3.4463,24.0,3.4985
graduate,graduate,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_dialogues | psychoanalytic_psychology,1990-2009 | 2010-2025,37.41716,8.1791,110.0,9.2042
great,great,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1920-1945 | 1946-1969,52.565064,11.0178,532.0,17.0554
great deal,great deal,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | japa,1946-1969,5.776051,1.5845,109.0,2.3237
great importance,great importance,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945 | 1946-1969,3.444717,1.1918,19.0,1.4577
great neck,great neck,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,japa,1970-1989,5.048382,1.8642,16.0,2.0558
green andr,green andr,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,1.628615,0.6792,10.0,0.7163
greenson ralph,greenson ralph,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,japa,1946-1969,3.634048,1.5782,16.0,1.6729
gregory rizzolo,gregory rizzolo,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,3.263816,1.3611,10.0,1.3699
grune stratton,grune stratton,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1946-1969,3.248349,1.4784,8.0,1.487
ham common,ham common,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.876561,1.4783,6.0,1.5038
hand,hand,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,ijpa,1946-1969,34.681455,7.1028,371.0,10.8714
hanna segal,hanna segal,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit,,,,,33.0,0.2713
hanover ackerman,hanover ackerman,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,2.388701,1.0871,8.0,1.0959
hans loewald,hans loewald,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit,,,,,32.0,0.2631
harold,harold,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,1970-1989,8.3727,2.6011,24.0,3.5242
harold blum,harold blum,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1970-1989 | 1990-2009,7.58915,2.4927,71.0,2.9369
harris adrienne,harris adrienne,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa | psychoanalytic_dialogues,1990-2009 | 2010-2025,3.437899,1.4931,10.0,1.6822
hartman lauren,hartman lauren,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_dialogues,2010-2025,6.223575,2.0134,21.0,2.0134
harvard,harvard,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,japa | psychoanalytic_dialogues,1990-2009 | 2010-2025,15.321202,4.3819,104.0,5.9813
harvard medical,harvard medical,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa | psychoanalytic_dialogues,1990-2009 | 2010-2025,16.303052,4.7476,130.0,5.6075
hauser stuart,hauser stuart,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1990-2009,3.888482,1.4359,14.0,1.4359
haven,haven,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,japa,1990-2009,8.382016,2.3973,73.0,3.2821
haven conn,haven conn,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | japa,1970-1989,3.425032,1.2696,21.0,1.4208
haven connecticut,haven connecticut,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,japa,1970-1989,4.251691,1.6576,16.0,1.7621
haven fax,haven fax,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1990-2009,2.803484,1.1282,11.0,1.1282
health,health,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,psychoanalytic_psychotherapy,1970-1989 | 1990-2009 | 2010-2025,110.57007,23.0557,674.0,27.7778
health care,health care,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009 | 2010-2025,9.7206,3.4309,23.0,3.7037
health professionals,health professionals,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,1.910262,1.0661,5.0,1.2531
health service,health service,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009 | 2010-2025,20.433512,5.7202,47.0,6.0185
