keyword_norm,keyword_final_en,keyword_final_polish,keyword_semantic_id,semantic_actions,translation_method,semantic_confidence,review_flag
psychological hardiness,psychological hardiness,psychologiczny hardiness,app_sem_1235,no_semantic_change,token_partial_review,medium,translation_review
psychological help,psychological help,psychologiczny help,app_sem_1236,no_semantic_change,token_partial_review,medium,translation_review
psychological immunity,psychological immunity,psychologiczny immunity,app_sem_1237,no_semantic_change,token_partial_review,medium,translation_review
psychological interventions,psychological interventions,psychologiczny interventions,app_sem_1238,no_semantic_change,token_partial_review,medium,translation_review
psychological measurement,psychological measurement,psychologiczny measurement,app_sem_1239,no_semantic_change,token_partial_review,medium,translation_review
psychological predictors,psychological predictors,psychologiczny predictors,app_sem_1240,no_semantic_change,token_partial_review,medium,translation_review
psychological resources,psychological resources,psychologiczny resources,app_sem_1241,no_semantic_change,token_partial_review,medium,translation_review
psychological stress,psychological stress,stres psychologiczny,app_sem_1242,no_semantic_change,glossary_exact,high,ok
psychological symptoms,psychological symptom,psychologiczny objaw,app_sem_1243,plural_to_concept:psychological symptoms->psychological symptom,token_full,high,semantic_merge_audit
psychological traits,psychological traits,psychologiczny traits,app_sem_1244,no_semantic_change,token_partial_review,medium,translation_review
psychological well-being,psychological well-being,dobrostan psychologiczny,app_sem_1245,no_semantic_change,glossary_exact,high,ok
psychology,psychology,psychologia,app_sem_1246,no_semantic_change,glossary_exact,high,ok
psychometric evaluation,psychometric evaluation,psychometric evaluation,app_sem_1247,no_semantic_change,untranslated_review,low,translation_review
psychometric properties,psychometric properties,właściwości psychometryczne,app_sem_1248,no_semantic_change,glossary_exact,high,ok
psychometric scales,psychometric scales,psychometric scales,app_sem_1249,no_semantic_change,untranslated_review,low,translation_review
psychometric value,psychometric value,psychometric value,app_sem_1250,no_semantic_change,untranslated_review,low,translation_review
psychopathological dimensions,psychopathological dimensions,psychopathological dimensions,app_sem_1251,no_semantic_change,untranslated_review,low,translation_review
psychopathology,psychopathology,psychopatologia,app_sem_1252,no_semantic_change,glossary_exact,high,ok
psychopathology of adolescence,psychopathology of adolescence,psychopathology of adolescence,app_sem_1253,no_semantic_change,untranslated_review,low,translation_review
psychophysical wellbeing,psychophysical wellbeing,psychophysical wellbeing,app_sem_1254,no_semantic_change,untranslated_review,low,translation_review
psychophysiology,psychophysiology,psychofizjologia,app_sem_1255,no_semantic_change,glossary_exact,high,ok
psychosis,psychosis,psychoza,app_sem_1256,no_semantic_change,glossary_exact,high,ok
psychosocial functioning,psychosocial functioning,psychosocial functioning,app_sem_1257,no_semantic_change,untranslated_review,low,translation_review
psychosocial impact,psychosocial impact,psychospołeczny impact,app_sem_1258,no_semantic_change,token_partial_review,medium,translation_review
psychosocial support,psychosocial support,psychosocial support,app_sem_1259,no_semantic_change,untranslated_review,low,translation_review
psychosocial support for refugees,psychosocial support for refugees,psychosocial support for refugees,app_sem_1260,no_semantic_change,untranslated_review,low,translation_review
psychosomatic disorder,psychosomatic disorder,zaburzenie psychosomatyczne,app_sem_1261,no_semantic_change,glossary_exact,high,ok
psychosomatic disorders,psychosomatic disorder,zaburzenie psychosomatyczne,app_sem_1261,plural_to_concept:psychosomatic disorders->psychosomatic disorder,glossary_exact,high,semantic_merge_audit
psychosomatic symptoms,psychosomatic symptom,psychosomatyczny objaw,app_sem_1262,plural_to_concept:psychosomatic symptoms->psychosomatic symptom,token_full,high,semantic_merge_audit
psychosomatic therapy,psychosomatic therapy,psychosomatyczny terapia,app_sem_1263,no_semantic_change,token_full,high,ok
psychosurgery,psychosurgery,psychosurgery,app_sem_1264,no_semantic_change,untranslated_review,low,translation_review
psychotherapetuic target,psychotherapeutic target,psychotherapeutic target,app_sem_1267,exact_map:psychotherapetuic target->psychotherapeutic target,untranslated_review,low,translation_review|semantic_merge_audit
psychotherapeutic factors,psychotherapeutic factor,psychotherapeutic czynnik,app_sem_1265,plural_to_concept:psychotherapeutic factors->psychotherapeutic factor,token_partial_review,medium,translation_review|semantic_merge_audit
psychotherapeutic pro-,psychotherapeutic process,proces psychoterapeutyczny,app_sem_1266,exact_map:psychotherapeutic pro-->psychotherapeutic process,glossary_exact,high,semantic_merge_audit
psychotherapeutic target,psychotherapeutic target,psychotherapeutic target,app_sem_1267,no_semantic_change,untranslated_review,low,translation_review
psychotherapeutic treatment of mental illness,psychotherapeutic treatment of mental illness,psychotherapeutic leczenie of psychiczny illness,app_sem_1268,no_semantic_change,token_partial_review,medium,translation_review
psychotherapist,psychotherapist,psychoterapeuta,app_sem_1269,no_semantic_change,glossary_exact,high,ok
psychotherapists,psychotherapist,psychoterapeuta,app_sem_1269,exact_map:psychotherapists->psychotherapist,glossary_exact,high,semantic_merge_audit
psychotherapy,psychotherapy,psychoterapia,app_sem_1270,no_semantic_change,glossary_exact,high,ok
psychotherapy effectiveness,psychotherapy effectiveness,psychoterapia skuteczność,app_sem_1271,no_semantic_change,token_full,high,ok
psychotherapy integration,psychotherapy integration,integracja psychoterapii,app_sem_1272,no_semantic_change,glossary_exact,high,ok
psychotherapy outcome,psychotherapy outcome,wynik psychoterapii,app_sem_1273,no_semantic_change,glossary_exact,high,ok
psychotherapy outcomes,psychotherapy outcome,wynik psychoterapii,app_sem_1273,plural_to_concept:psychotherapy outcomes->psychotherapy outcome,glossary_exact,high,semantic_merge_audit
psychotherapy process,psychotherapy process,proces psychoterapii,app_sem_1274,no_semantic_change,glossary_exact,high,ok
psychotherapy research,psychotherapy research,badania nad psychoterapią,app_sem_1275,no_semantic_change,glossary_exact,high,ok
psychotherapy techniques,psychotherapy techniques,psychoterapia techniques,app_sem_1276,no_semantic_change,token_partial_review,medium,translation_review
psychotic disorder,psychotic disorder,zaburzenie psychotyczne,app_sem_1277,no_semantic_change,glossary_exact,high,ok
psychotic disorders,psychotic disorder,zaburzenie psychotyczne,app_sem_1277,plural_to_concept:psychotic disorders->psychotic disorder,glossary_exact,high,semantic_merge_audit
psychotic studies,psychotic studies,psychotyczny studies,app_sem_1278,no_semantic_change,token_partial_review,medium,translation_review
psychotic symptoms,psychotic symptom,psychotyczny objaw,app_sem_1279,plural_to_concept:psychotic symptoms->psychotic symptom,token_full,high,semantic_merge_audit
ptsd,post-traumatic stress disorder,zespół stresu pourazowego,app_sem_1150,exact_map:ptsd->post-traumatic stress disorder,glossary_exact,high,semantic_merge_audit
public health,public health,public health,app_sem_1280,no_semantic_change,untranslated_review,low,translation_review
putamen,putamen,putamen,app_sem_1281,no_semantic_change,untranslated_review,low,translation_review
qol measures,qol measures,qol measures,app_sem_1282,no_semantic_change,untranslated_review,low,translation_review
qualitative analysis,qualitative analysis,qualitative analysis,app_sem_1283,no_semantic_change,untranslated_review,low,translation_review
qualitative methods,qualitative methods,qualitative methods,app_sem_1284,no_semantic_change,untranslated_review,low,translation_review
qualitative research,qualitative research,badanie jakościowe,app_sem_1285,no_semantic_change,glossary_exact,high,ok
quality of care,quality of care,jakość of care,app_sem_1286,no_semantic_change,token_partial_review,medium,translation_review
quality of life,quality of life,jakość życia,app_sem_1287,no_semantic_change,glossary_exact,high,ok
quality of life (qol),quality of life (qol),quality of life (qol),app_sem_1288,no_semantic_change,untranslated_review,low,translation_review
quantitative methods,quantitative methods,quantitative methods,app_sem_1289,no_semantic_change,untranslated_review,low,translation_review
quarantine,quarantine,quarantine,app_sem_1290,no_semantic_change,untranslated_review,low,translation_review
questionnaire,questionnaire,kwestionariusz,app_sem_1291,no_semantic_change,glossary_exact,high,ok
rapid cycling,rapid cycling,rapid cycling,app_sem_1292,no_semantic_change,untranslated_review,low,translation_review
rating scales,rating scales,rating scales,app_sem_1293,no_semantic_change,untranslated_review,low,translation_review
recovery,recovery,zdrowienie,app_sem_1294,no_semantic_change,glossary_exact,high,ok
recovery from psychiatric disability,recovery from psychiatric disability,zdrowienie z niepełnosprawności psychiatrycznej,app_sem_1295,no_semantic_change,glossary_exact,high,ok
recovery of patients with schizophrenia diagnosis in a day rehabilitation psychiatric ward,recovery of patients with schizophrenia diagnosis in a day rehabilitation psychiatric ward,zdrowienie of patients with schizofrenia diagnoza in a day rehabilitation psychiatryczny ward,app_sem_1296,no_semantic_change,token_partial_review,medium,translation_review
recurrent depression,recurrent depression,recurrent depresja,app_sem_1297,no_semantic_change,token_partial_review,medium,translation_review
recurrent depressive disorder,recurrent depressive disorder,recurrent depressive disorder,app_sem_1298,no_semantic_change,untranslated_review,low,translation_review
regulatory theory of temperament,regulatory theory of temperament,regulatory theory of temperament,app_sem_1299,no_semantic_change,untranslated_review,low,translation_review
rehabilitation,rehabilitation,rehabilitacja,app_sem_1300,no_semantic_change,glossary_exact,high,ok
rehospitalisation,rehospitalisation,rehospitalisation,app_sem_1301,no_semantic_change,untranslated_review,low,translation_review
relapse,relapse,nawrót,app_sem_1302,no_semantic_change,glossary_exact,high,ok
relationship,relationship,relacja,app_sem_1303,no_semantic_change,glossary_exact,high,ok
relationship patterns,relationship patterns,relacja patterns,app_sem_1304,no_semantic_change,token_partial_review,medium,translation_review
relationship with the mother,relationship with the mother,relacja with the mother,app_sem_1305,no_semantic_change,token_partial_review,medium,translation_review
relationship with the patient,relationship with the patient,relacja with the patient,app_sem_1306,no_semantic_change,token_partial_review,medium,translation_review
relationships,relationships,relacje,app_sem_1307,no_semantic_change,token_full,high,ok
relationships with the mother in the family,relationships with the mother in the family,relacje with the mother in the rodzina,app_sem_1308,no_semantic_change,token_partial_review,medium,translation_review
reliability,reliability,reliability,app_sem_1309,no_semantic_change,untranslated_review,low,translation_review
reliable change,reliable change,reliable change,app_sem_1310,no_semantic_change,untranslated_review,low,translation_review
religion,religion,religion,app_sem_1311,no_semantic_change,untranslated_review,low,translation_review
religious and social predictors,religious and social predictors,religious and społeczny predictors,app_sem_1312,no_semantic_change,token_partial_review,medium,translation_review
religious coping,religious coping,religious radzenie sobie,app_sem_1313,no_semantic_change,token_partial_review,medium,translation_review
religiousness,religiousness,religijność,app_sem_1314,no_semantic_change,glossary_exact,high,ok
rem sleep,rem sleep,rem sen,app_sem_1315,no_semantic_change,token_partial_review,medium,translation_review
rem sleep behaviour disorder,rem sleep behavior disorder,rem sen behavior zaburzenie,app_sem_1316,spelling:behaviour->behavior,token_partial_review,medium,translation_review|semantic_merge_audit
remote working,remote working,remote working,app_sem_1317,no_semantic_change,untranslated_review,low,translation_review
repeated transcranial magnetic stimulation,repeated transcranial magnetic stimulation,repeated transcranial magnetic stimulation,app_sem_1318,no_semantic_change,untranslated_review,low,translation_review
research,research,badania,app_sem_1319,no_semantic_change,token_full,high,ok
resident,resident,resident,app_sem_1320,no_semantic_change,untranslated_review,low,translation_review
residential psychiatric treatment,residential psychiatric treatment,całodobowe leczenie psychiatryczne,app_sem_1321,no_semantic_change,glossary_exact,high,ok
resilience,resilience,rezyliencja,app_sem_1322,no_semantic_change,glossary_exact,high,ok
resiliency,resiliency,resiliency,app_sem_1323,no_semantic_change,untranslated_review,low,translation_review
resiliency training,resiliency training,resiliency training,app_sem_1324,no_semantic_change,untranslated_review,low,translation_review
resistance,resistance,opór,app_sem_1325,no_semantic_change,glossary_exact,high,ok
respiration,respiration,respiration,app_sem_1326,no_semantic_change,untranslated_review,low,translation_review
reversibility,reversibility,reversibility,app_sem_1327,no_semantic_change,untranslated_review,low,translation_review
rhinoplasty surgery,rhinoplasty surgery,rhinoplasty surgery,app_sem_1328,no_semantic_change,untranslated_review,low,translation_review
risk,risk,ryzyko,app_sem_1329,no_semantic_change,token_full,high,ok
risk assessment,risk assessment,ryzyko assessment,app_sem_1330,no_semantic_change,token_partial_review,medium,translation_review
risk behaviours,risk behaviors,ryzyko behaviors,app_sem_1331,spelling:behaviour->behavior,token_partial_review,medium,translation_review|semantic_merge_audit
risk factor,risk factor,czynnik ryzyka,app_sem_1332,no_semantic_change,glossary_exact,high,ok
risk factors,risk factor,czynnik ryzyka,app_sem_1332,plural_to_concept:risk factors->risk factor,glossary_exact,high,semantic_merge_audit
risk managment,risk managment,ryzyko managment,app_sem_1333,no_semantic_change,token_partial_review,medium,translation_review
risky sexual behavior,risky sexual behavior,risky seksualny behavior,app_sem_1334,no_semantic_change,token_partial_review,medium,translation_review
rosacea,rosacea,rosacea,app_sem_1335,no_semantic_change,untranslated_review,low,translation_review
ruminative thinking,ruminative thinking,ruminative thinking,app_sem_1336,no_semantic_change,untranslated_review,low,translation_review
runaway girls,runaway girls,runaway girls,app_sem_1337,no_semantic_change,untranslated_review,low,translation_review
russia,russia,russia,app_sem_1338,no_semantic_change,untranslated_review,low,translation_review
salience,salience,salience,app_sem_1339,no_semantic_change,untranslated_review,low,translation_review
saliva,saliva,saliva,app_sem_1340,no_semantic_change,untranslated_review,low,translation_review
sars-cov-2,sars-cov-2,SARS-CoV-2,app_sem_1341,no_semantic_change,glossary_exact,high,ok
sasb,sasb,sasb,app_sem_1342,no_semantic_change,untranslated_review,low,translation_review
scale development,scale development,skala development,app_sem_1343,no_semantic_change,token_partial_review,medium,translation_review
scales,scales,scales,app_sem_1344,no_semantic_change,untranslated_review,low,translation_review
schema modes,schema modes,schema modes,app_sem_1345,no_semantic_change,untranslated_review,low,translation_review
schizoid personality disorder,schizoid personality disorder,schizoid personality disorder,app_sem_1346,no_semantic_change,untranslated_review,low,translation_review
schizophrenia,schizophrenia,schizofrenia,app_sem_1347,no_semantic_change,glossary_exact,high,ok
schizotypy,schizotypy,schizotypy,app_sem_1348,no_semantic_change,untranslated_review,low,translation_review
school achievements,school achievements,school achievements,app_sem_1349,no_semantic_change,untranslated_review,low,translation_review
scientific production,scientific production,scientific production,app_sem_1350,no_semantic_change,untranslated_review,low,translation_review
screening,screening,badania przesiewowe,app_sem_1351,no_semantic_change,glossary_exact,high,ok
second generation antipsychotics,second generation antipsychotic,second generation lek przeciwpsychotyczny,app_sem_1352,plural_to_concept:second generation antipsychotics->second generation antipsychotic,token_partial_review,medium,translation_review|semantic_merge_audit
secondary posttraumatic growth,secondary posttraumatic growth,wtórny wzrost potraumatyczny,app_sem_1353,no_semantic_change,glossary_exact,high,ok
secondary traumatic stress,secondary traumatic stress,wtórny stres traumatyczny,app_sem_1354,no_semantic_change,glossary_exact,high,ok
seizures,seizures,seizures,app_sem_1355,no_semantic_change,untranslated_review,low,translation_review
selective attention,selective attention,selective attention,app_sem_1356,no_semantic_change,untranslated_review,low,translation_review
selective serotonin reuptake inhibitors (ssris),selective serotonin reuptake inhibitors (ssris),selective serotonin reuptake inhibitors (ssris),app_sem_1357,no_semantic_change,untranslated_review,low,translation_review
selenium,selenium,selenium,app_sem_1358,no_semantic_change,untranslated_review,low,translation_review
self,self,ja,app_sem_1359,no_semantic_change,token_full,high,ok
self image,self image,ja obraz,app_sem_1360,no_semantic_change,token_full,high,ok
self perception,self perception,ja perception,app_sem_1361,no_semantic_change,token_partial_review,medium,translation_review
self-aggression,self-aggression,ja-agresja,app_sem_1362,no_semantic_change,token_full,high,ok
self-assessment,self-assessment,ja-assessment,app_sem_1363,no_semantic_change,token_partial_review,medium,translation_review
self-compassion,self-compassion,samowspółczucie,app_sem_1364,no_semantic_change,glossary_exact,high,ok
self-criticism,self-criticism,samokrytycyzm,app_sem_1365,no_semantic_change,glossary_exact,high,ok
self-discrepancy,self-discrepancy,rozbieżność Ja,app_sem_1366,no_semantic_change,glossary_exact,high,ok
self-efficacy,self-efficacy,poczucie własnej skuteczności,app_sem_1367,no_semantic_change,glossary_exact,high,ok
self-esteem,self-esteem,samoocena,app_sem_1368,no_semantic_change,glossary_exact,high,ok
self-evaluation,self-evaluation,ja-evaluation,app_sem_1369,no_semantic_change,token_partial_review,medium,translation_review
self-harm,self-harm,samouszkodzenie,app_sem_1370,no_semantic_change,glossary_exact,high,ok
self-harming,self-harming,ja-harming,app_sem_1371,no_semantic_change,token_partial_review,medium,translation_review
self-image,self-image,ja-obraz,app_sem_1372,no_semantic_change,token_full,high,ok
self-motivation,self-motivation,ja-motivation,app_sem_1373,no_semantic_change,token_partial_review,medium,translation_review
self-mutilation,self-mutilation,ja-mutilation,app_sem_1374,no_semantic_change,token_partial_review,medium,translation_review
self-perception,self-perception,ja-perception,app_sem_1375,no_semantic_change,token_partial_review,medium,translation_review
self-regulation,self-regulation,ja-regulacja,app_sem_1376,no_semantic_change,token_full,high,ok
self-regulation competences,self-regulation competences,ja-regulacja competences,app_sem_1377,no_semantic_change,token_partial_review,medium,translation_review
self-report,self-report,ja-report,app_sem_1378,no_semantic_change,token_partial_review,medium,translation_review
self-starvation,self-starvation,ja-starvation,app_sem_1379,no_semantic_change,token_partial_review,medium,translation_review
semantic priming,semantic priming,semantic priming,app_sem_1380,no_semantic_change,untranslated_review,low,translation_review
semantic satiation,semantic satiation,semantic satiation,app_sem_1381,no_semantic_change,untranslated_review,low,translation_review
send by email,send by email,send by email,app_sem_1382,no_semantic_change,untranslated_review,low,translation_review
seniors,seniors,seniors,app_sem_1383,no_semantic_change,untranslated_review,low,translation_review
sensation seeking,sensation seeking,sensation seeking,app_sem_1384,no_semantic_change,untranslated_review,low,translation_review
sense of bodily identity,sense of bodily identity,sense of bodily identity,app_sem_1385,no_semantic_change,untranslated_review,low,translation_review
sense of coherence,sense of coherence,poczucie koherencji,app_sem_1386,no_semantic_change,glossary_exact,high,ok
sense of life satisfaction,sense of life satisfaction,sense of życie satisfaction,app_sem_1387,no_semantic_change,token_partial_review,medium,translation_review
sense of self,sense of self,sense of ja,app_sem_1388,no_semantic_change,token_partial_review,medium,translation_review
sensory thresholds and the sense of bodily identity in schizophrenia,sensory thresholds and the sense of bodily identity in schizophrenia,sensory thresholds and the sense of bodily identity in schizofrenia,app_sem_1389,no_semantic_change,token_partial_review,medium,translation_review
sequential research design,sequential research design,sequential badania design,app_sem_1390,no_semantic_change,token_partial_review,medium,translation_review
serotonin reuptake inhibitors,serotonin reuptake inhibitors,serotonin reuptake inhibitors,app_sem_1391,no_semantic_change,untranslated_review,low,translation_review
sertraline,sertraline,sertraline,app_sem_1392,no_semantic_change,untranslated_review,low,translation_review
serum,serum,serum,app_sem_1393,no_semantic_change,untranslated_review,low,translation_review
serum concentration,serum concentration,serum concentration,app_sem_1394,no_semantic_change,untranslated_review,low,translation_review
service users,service users,service users,app_sem_1395,no_semantic_change,untranslated_review,low,translation_review
severe depressive episode with psychotic symptoms,severe depressive episode with psychotic symptom,severe depressive episode with psychotyczny objaw,app_sem_1396,plural_to_concept:severe depressive episode with psychotic symptoms->severe depressive episode with psychotic symptom,token_partial_review,medium,translation_review|semantic_merge_audit
sexual abuse,sexual abuse,seksualny abuse,app_sem_1397,no_semantic_change,token_partial_review,medium,translation_review
sexual disgust,sexual disgust,seksualny disgust,app_sem_1398,no_semantic_change,token_partial_review,medium,translation_review
sexual disorders,sexual disorder,seksualny zaburzenie,app_sem_1399,plural_to_concept:sexual disorders->sexual disorder,token_full,high,semantic_merge_audit
sexual dysfunction,sexual dysfunction,dysfunkcja seksualna,app_sem_1400,no_semantic_change,glossary_exact,high,ok
sexual dysfunctions,sexual dysfunction,dysfunkcja seksualna,app_sem_1400,plural_to_concept:sexual dysfunctions->sexual dysfunction,glossary_exact,high,semantic_merge_audit
sexual functioning,sexual functioning,seksualny functioning,app_sem_1401,no_semantic_change,token_partial_review,medium,translation_review
sexual identity,sexual identity,tożsamość seksualna,app_sem_1402,no_semantic_change,glossary_exact,high,ok
sexual life,sexual life,seksualny życie,app_sem_1403,no_semantic_change,token_full,high,ok
sexual minority men,sexual minority men,seksualny minority mężczyźni,app_sem_1404,no_semantic_change,token_partial_review,medium,translation_review
sexual minority stress scale (smss),sexual minority stress scale (smss),seksualny minority stres skala (smss),app_sem_1405,no_semantic_change,token_partial_review,medium,translation_review
sexual offending,sexual offending,seksualny offending,app_sem_1406,no_semantic_change,token_partial_review,medium,translation_review
sexual problems,sexual problems,seksualny problems,app_sem_1407,no_semantic_change,token_partial_review,medium,translation_review
sexual satisfaction,sexual satisfaction,seksualny satisfaction,app_sem_1408,no_semantic_change,token_partial_review,medium,translation_review
sexual traumatic events,sexual traumatic events,seksualny traumatyczny events,app_sem_1409,no_semantic_change,token_partial_review,medium,translation_review
sexuality,sexuality,seksualność,app_sem_1410,no_semantic_change,glossary_exact,high,ok
shame,shame,wstyd,app_sem_1411,no_semantic_change,glossary_exact,high,ok
shape dissatisfaction,shape dissatisfaction,shape dissatisfaction,app_sem_1412,no_semantic_change,untranslated_review,low,translation_review
shared psychosis,shared psychosis,shared psychosis,app_sem_1413,no_semantic_change,untranslated_review,low,translation_review
short health anxiety inventory,short health anxiety inventory,short zdrowie lęk inventory,app_sem_1414,no_semantic_change,token_partial_review,medium,translation_review
short-term,short-term,krótkoterminowy,app_sem_1415,no_semantic_change,glossary_exact,high,ok
short-term dynamic therapy,short-term dynamic therapy,short-term dynamic terapia,app_sem_1416,no_semantic_change,token_partial_review,medium,translation_review
short-term psychotherapy,short-term psychotherapy,short-term psychoterapia,app_sem_1417,no_semantic_change,token_partial_review,medium,translation_review
shyness,shyness,shyness,app_sem_1418,no_semantic_change,untranslated_review,low,translation_review
sibling relationships,sibling relationships,sibling relacje,app_sem_1419,no_semantic_change,token_partial_review,medium,translation_review
siblings,siblings,rodzeństwo,app_sem_1420,no_semantic_change,glossary_exact,high,ok
signal detection,signal detection,detekcja sygnału,app_sem_1421,no_semantic_change,glossary_exact,high,ok
skydivers,skydivers,skydivers,app_sem_1422,no_semantic_change,untranslated_review,low,translation_review
sleep apnea,sleep apnea,sen apnea,app_sem_1423,no_semantic_change,token_partial_review,medium,translation_review
sleep disorder,sleep disorder,zaburzenie snu,app_sem_1424,no_semantic_change,glossary_exact,high,ok
sleep disorders,sleep disorder,zaburzenie snu,app_sem_1424,plural_to_concept:sleep disorders->sleep disorder,glossary_exact,high,semantic_merge_audit
sleep disturbance,sleep disturbance,zaburzenie snu,app_sem_1425,no_semantic_change,glossary_exact,high,ok
sleep disturbances,sleep disturbance,zaburzenie snu,app_sem_1425,plural_to_concept:sleep disturbances->sleep disturbance,glossary_exact,high,semantic_merge_audit
sleep paralysis,sleep paralysis,sen paralysis,app_sem_1426,no_semantic_change,token_partial_review,medium,translation_review
sleep quality,sleep quality,sen jakość,app_sem_1427,no_semantic_change,token_full,high,ok
snap-25 gene,snap-25 gene,snap-25 gene,app_sem_1428,no_semantic_change,untranslated_review,low,translation_review
social anxiety,social anxiety,lęk społeczny,app_sem_1429,no_semantic_change,glossary_exact,high,ok
social care system,social care system,społeczny care system,app_sem_1430,no_semantic_change,token_partial_review,medium,translation_review
social connectedness,social connectedness,społeczny connectedness,app_sem_1431,no_semantic_change,token_partial_review,medium,translation_review
social constructionism,social constructionism,społeczny constructionism,app_sem_1432,no_semantic_change,token_partial_review,medium,translation_review
social disability,social disability,niepełnosprawność społeczna,app_sem_1433,no_semantic_change,glossary_exact,high,ok
social distancing,social distancing,społeczny distancing,app_sem_1434,no_semantic_change,token_partial_review,medium,translation_review
social exclusion,social exclusion,społeczny exclusion,app_sem_1435,no_semantic_change,token_partial_review,medium,translation_review
social frustration,social frustration,społeczny frustration,app_sem_1436,no_semantic_change,token_partial_review,medium,translation_review
social functioning,social functioning,funkcjonowanie społeczne,app_sem_1437,no_semantic_change,glossary_exact,high,ok
social learning,social learning,społeczny learning,app_sem_1438,no_semantic_change,token_partial_review,medium,translation_review
social media,social media,media społecznościowe,app_sem_1439,no_semantic_change,glossary_exact,high,ok
social media addiction,social media addiction,społeczny media uzależnienie,app_sem_1440,no_semantic_change,token_partial_review,medium,translation_review
social network,social network,sieć społeczna,app_sem_1441,no_semantic_change,glossary_exact,high,ok
social phobia,social phobia,społeczny phobia,app_sem_1442,no_semantic_change,token_partial_review,medium,translation_review
social skills,social skills,umiejętności społeczne,app_sem_1443,no_semantic_change,glossary_exact,high,ok
social skills_,social skills,umiejętności społeczne,app_sem_1443,exact_map:social skills_->social skills,glossary_exact,high,semantic_merge_audit
social stress,social stress,społeczny stres,app_sem_1444,no_semantic_change,token_full,high,ok
social stresses,social stresses,społeczny stresses,app_sem_1445,no_semantic_change,token_partial_review,medium,translation_review
social support,social support,wsparcie społeczne,app_sem_1446,no_semantic_change,glossary_exact,high,ok
social work,social work,społeczny work,app_sem_1447,no_semantic_change,token_partial_review,medium,translation_review
socio-demographic characteristics,socio-demographic characteristics,socio-demographic characteristics,app_sem_1448,no_semantic_change,untranslated_review,low,translation_review
socioeconomic status,socioeconomic status,socioeconomic status,app_sem_1449,no_semantic_change,untranslated_review,low,translation_review
sociopathy,sociopathy,socjopatia,app_sem_1450,no_semantic_change,glossary_exact,high,ok
sodium-glucose co-transporter-2 inhibitor,sodium-glucose co-transporter-2 inhibitor,sodium-glucose co-transporter-2 inhibitor,app_sem_1451,no_semantic_change,untranslated_review,low,translation_review
solastalgia,solastalgia,solastalgia,app_sem_1452,no_semantic_change,untranslated_review,low,translation_review
solution focused brief therapy,solution focused brief therapy,solution focused brief terapia,app_sem_1453,no_semantic_change,token_partial_review,medium,translation_review
somatic disorders,somatic disorder,somatic zaburzenie,app_sem_1454,plural_to_concept:somatic disorders->somatic disorder,token_partial_review,medium,translation_review|semantic_merge_audit
somatization,somatization,somatyzacja,app_sem_1455,no_semantic_change,glossary_exact,high,ok
somatoform,somatoform,somatoform,app_sem_1456,no_semantic_change,untranslated_review,low,translation_review
somatoform disorder,somatoform disorder,somatoform zaburzenie,app_sem_1457,no_semantic_change,token_partial_review,medium,translation_review
sparteine oxidation,sparteine oxidation,sparteine oxidation,app_sem_1458,no_semantic_change,untranslated_review,low,translation_review
spatial analysis,spatial analysis,spatial analysis,app_sem_1459,no_semantic_change,untranslated_review,low,translation_review
specific disorder,specific disorder,specific zaburzenie,app_sem_1460,no_semantic_change,token_partial_review,medium,translation_review
spect,spect,spect,app_sem_1461,no_semantic_change,untranslated_review,low,translation_review
spectrum of bipolar disorder,spectrum of bipolar disorder,spectrum of bipolar disorder,app_sem_1462,no_semantic_change,untranslated_review,low,translation_review
spiritual distress,spiritual distress,spiritual distress,app_sem_1463,no_semantic_change,untranslated_review,low,translation_review
spirituality,spirituality,duchowość,app_sem_1464,no_semantic_change,glossary_exact,high,ok
spouse burden,spouse burden,spouse burden,app_sem_1465,no_semantic_change,untranslated_review,low,translation_review
st. petersburg school of clinical psychology,st. petersburg school of clinical psychology,st. petersburg school of clinical psychology,app_sem_1466,no_semantic_change,untranslated_review,low,translation_review
staff supervision,staff supervision,staff supervision,app_sem_1467,no_semantic_change,untranslated_review,low,translation_review
staff training,staff training,staff training,app_sem_1468,no_semantic_change,untranslated_review,low,translation_review
stages of supervision,stages of supervision,stages of supervision,app_sem_1469,no_semantic_change,untranslated_review,low,translation_review
statistics,statistics,statistics,app_sem_1470,no_semantic_change,untranslated_review,low,translation_review
stigma,stigma,stygmatyzacja,app_sem_1471,no_semantic_change,glossary_exact,high,ok
stigmatization,stigmatization,stigmatization,app_sem_1472,no_semantic_change,untranslated_review,low,translation_review
story,story,story,app_sem_1473,no_semantic_change,untranslated_review,low,translation_review
stq-now,stq-now,stq-now,app_sem_1474,no_semantic_change,untranslated_review,low,translation_review
strategies of mapping,strategies of mapping,strategie of mapping,app_sem_1475,no_semantic_change,token_partial_review,medium,translation_review
stress,stress,stres,app_sem_1476,no_semantic_change,glossary_exact,high,ok
stress coping mechanisms,stress coping mechanism,mechanizm radzenia sobie ze stresem,app_sem_1477,plural_to_concept:stress coping mechanisms->stress coping mechanism,glossary_exact,high,semantic_merge_audit
stress coping strategies,stress coping strategy,stres strategia radzenia sobie,app_sem_1478,plural_to_concept:stress coping strategies->stress coping strategy,token_partial_review,medium,translation_review|semantic_merge_audit
stress coping techniques,stress coping technique,technika radzenia sobie ze stresem,app_sem_1479,exact_map:stress coping techniques->stress coping technique,glossary_exact,high,semantic_merge_audit
