keyword_semantic_3c_id,keyword_concept_polish_final,keyword_concept_en_final,n_records,n_articles,n_input_expanded_concepts,input_expanded_concepts,raw_variants,review_flag_3c
app_sem3c_0640,mastektomia profilaktyczna,prophylactic mastectomy,1,1,1,prophylactic mastectomy,prophylactic mastectomy,ok
app_sem3c_0641,mastery,mastery,1,1,1,mastery,mastery,ok
app_sem3c_0642,material loss,material loss,1,1,1,material loss,material loss,ok
app_sem3c_0643,maternal behavior,maternal behavior,1,1,1,maternal behavior,maternal behaviour,ok
app_sem3c_0644,meaning systems,meaning systems,1,1,1,meaning systems,meaning systems,ok
app_sem3c_0645,mechanisms,mechanisms,1,1,1,mechanisms,mechanisms,ok
app_sem3c_0647,media,media,1,1,1,media,media,ok
app_sem3c_0649,mediational perspective,mediational perspective,1,1,1,mediational perspective,mediational perspective,ok
app_sem3c_0650,medical (kliniczny) psychology,medical (clinical) psychology,1,1,1,medical (clinical) psychology,medical (clinical) psychology,ok
app_sem3c_0651,medical commission,medical commission,1,1,1,medical commission,medical commission,ok
app_sem3c_0653,medical examination,medical examination,1,1,1,medical examination,medical examination,ok
app_sem3c_0654,medical marihuana,medical marihuana,1,1,1,medical marihuana,medical marihuana,ok
app_sem3c_0655,medical outpatients,medical outpatients,1,1,1,medical outpatients,medical outpatients,ok
app_sem3c_0657,medical psychology,medical psychology,1,1,1,medical psychology,medical psychology,ok
app_sem3c_0658,medical speciality,medical speciality,1,1,1,medical speciality,medical speciality,ok
app_sem3c_0659,medical statistics,medical statistics,1,1,1,medical statistics,medical statistics,ok
app_sem3c_0661,medical stuff,medical stuff,1,1,1,medical stuff,medical stuff,ok
app_sem3c_0662,medical workers,medical workers,1,1,1,medical workers,medical workers,ok
app_sem3c_0663,meditation,meditation,1,1,1,meditation,meditation,ok
app_sem3c_0664,memantine,memantine,1,1,1,memantine,memantine,ok
app_sem3c_0666,meta-analysis,meta-analysis,1,1,1,meta-analysis,meta-analysis,ok
app_sem3c_0667,metacognition,metacognition,1,1,1,metacognition,metacognition,ok
app_sem3c_0668,metacognitive beliefs,metacognitive beliefs,1,1,1,metacognitive beliefs,Metacognitive beliefs,ok
app_sem3c_0670,metaphors,metaphors,1,1,1,metaphors,metaphors,ok
app_sem3c_0671,methadone,methadone,1,1,1,methadone,methadone,ok
app_sem3c_0672,methamphetamine users,methamphetamine users,1,1,1,methamphetamine users,Methamphetamine Users,ok
app_sem3c_0673,methodology problems,methodology problems,1,1,1,methodology problems,methodology problems,ok
app_sem3c_0675,microbiome,microbiome,1,1,1,microbiome,microbiome,ok
app_sem3c_0676,midazolam,midazolam,1,1,1,midazolam,Midazolam,ok
app_sem3c_0677,migrena,migraine,1,1,1,migraine,migraine,ok
app_sem3c_0678,mindful eating,mindful eating,1,1,1,mindful eating,mindful eating,ok
app_sem3c_0679,mirror processes,mirror processes,1,1,1,mirror processes,mirror processes,ok
app_sem3c_0680,mixed metody,mixed methods,1,1,1,mixed methods,mixed methods,ok
app_sem3c_0681,mixed state,mixed state,1,1,1,mixed state,mixed state,ok
app_sem3c_0682,mizofonia,misophonia,1,1,1,misophonia,misophonia,ok
app_sem3c_0683,modele urojeń,models of delusions,1,1,1,models of delusions,models of delusions,ok
app_sem3c_0684,monoterpen,monotherpen,1,1,1,monotherpen,monotherpen,strong_review_typo_or_garbled_term
app_sem3c_0685,moralny agent,moral agent,1,1,1,moral agent,moral agent,ok
app_sem3c_0686,moralny emocje,moral emotions,1,1,1,moral emotions,moral emotions,ok
app_sem3c_0687,moralny wstręt,moral disgust,1,1,1,moral disgust,moral disgust,ok
app_sem3c_0688,mortality,mortality,1,1,1,mortality,mortality,ok
app_sem3c_0690,motivation to exercise,motivation to exercise,1,1,1,motivation to exercise,motivation to exercise,ok
app_sem3c_0691,motivational aspects of leczenie,motivational aspects of treatment,1,1,1,motivational aspects of treatment,motivational aspects of treatment,ok
app_sem3c_0692,motivational interviewing,motivational interviewing,1,1,1,motivational interviewing,motivational interviewing,ok
app_sem3c_0693,motor inhibition,motor inhibition,1,1,1,motor inhibition,motor inhibition,ok
app_sem3c_0694,mr terapia,mr therapy,1,1,1,mr therapy,MR therapy,ok
app_sem3c_0695,multi-criteria,multi-criteria,1,1,1,multi-criteria,multi-criteria,ok
app_sem3c_0696,multidisciplinary leczenie,multidisciplinary treatment,1,1,1,multidisciplinary treatment,Multidisciplinary Treatment,ok
app_sem3c_0697,music terapia,music therapy,1,1,1,music therapy,music therapy,ok
app_sem3c_0698,myofascial ból,myofascial pain,1,1,1,myofascial pain,myofascial pain,ok
app_sem3c_0702,napływ,influx,1,1,1,influx,influx,ok
app_sem3c_0703,nastrój,mood,1,1,1,mood,mood,ok
app_sem3c_0704,nastrój zaburzenie,mood disorder,1,1,1,mood disorder,mood disorder,ok
app_sem3c_0705,nawrót,relapse,1,1,1,relapse,relapse,ok
app_sem3c_0706,nerwiakowłókniakowatość typu 1,neurofibromatosis 1,1,1,1,neurofibromatosis 1,Neurofibromatosis 1,ok
app_sem3c_0707,nerwica,neurosis,1,1,1,neurosis,Neurosis,ok
app_sem3c_0708,nerwicowy osobowość,neurotic personality,1,1,1,neurotic personality,neurotic personality,ok
app_sem3c_0710,neurodevelopmental hypothesis,neurodevelopmental hypothesis,1,1,1,neurodevelopmental hypothesis,neurodevelopmental hypothesis,ok
app_sem3c_0711,neuroleptic leczenie,neuroleptic treatment,1,1,1,neuroleptic treatment,neuroleptic treatment,ok
app_sem3c_0712,neuromodulacja,neuromodulation,1,1,1,neuromodulation,neuromodulation,ok
app_sem3c_0713,neuropsychiatria,neuropsychiatry,1,1,1,neuropsychiatry,neuropsychiatry,ok
app_sem3c_0714,neuropsychiatryczny disease,neuropsychiatric disease,1,1,1,neuropsychiatric disease,neuropsychiatric disease,ok
app_sem3c_0715,neuropsychiatryczny manifestations,neuropsychiatric manifestations,1,1,1,neuropsychiatric manifestations,Neuropsychiatric Manifestations,ok
app_sem3c_0716,neuropsychologiczny objaw,neuropsychological symptom,1,1,1,neuropsychological symptom,neuropsychological symptoms,ok
app_sem3c_0719,neurotic conflict,neurotic conflict,1,1,1,neurotic conflict,neurotic conflict,ok
app_sem3c_0721,neurotic zaburzenia objaw,neurotic disorders symptom,1,1,1,neurotic disorders symptom,neurotic disorders symptoms,ok
app_sem3c_0722,neurotransmission,neurotransmission,1,1,1,neurotransmission,Neurotransmission,ok
app_sem3c_0723,neurotransmitter,neurotransmitter,1,1,1,neurotransmitter,neurotransmitter,ok
app_sem3c_0724,neurotrophic tyrosine receptor kinase,neurotrophic tyrosine receptor kinase,1,1,1,neurotrophic tyrosine receptor kinase,Neurotrophic Tyrosine Receptor Kinase,ok
app_sem3c_0725,neurotrophin factor (bdnf),neurotrophin factor (bdnf),1,1,1,neurotrophin factor (bdnf),neurotrophin factor (BDNF),ok
app_sem3c_0726,neurotrophins,neurotrophins,1,1,1,neurotrophins,neurotrophins,ok
app_sem3c_0728,neutrophil lymphocyte ratio,neutrophil lymphocyte ratio,1,1,1,neutrophil lymphocyte ratio,Neutrophil lymphocyte ratio,ok
app_sem3c_0729,newsletter,newsletter,1,1,1,newsletter,Newsletter,ok
app_sem3c_0730,newsletter 2,newsletter 2,1,1,1,newsletter 2,Newsletter 2,ok
app_sem3c_0731,niedopasowanie,mismatch,1,1,1,mismatch,mismatch,ok
app_sem3c_0734,nieprzestrzeganie zaleceń,nonadherence,1,1,1,nonadherence,nonadherence,ok
app_sem3c_0736,nigeria,nigeria,1,1,1,nigeria,Nigeria,ok
app_sem3c_0737,night terror,night terror,1,1,1,night terror,night terror,ok
app_sem3c_0739,novel terapia,novel therapy,1,1,1,novel therapy,novel therapy,ok
app_sem3c_0741,nozologia,nosology,1,1,1,nosology,nosology,ok
app_sem3c_0742,o-demethylvenlafaxine,o-demethylvenlafaxine,1,1,1,o-demethylvenlafaxine,O-demethylvenlafaxine,ok
app_sem3c_0743,o-życie,o-life,1,1,1,o-life,O-LIFE,ok
app_sem3c_0745,objaw improvement,symptom improvement,1,1,1,symptom improvement,symptom improvement,ok
app_sem3c_0750,odżywianie,nutrition,1,1,1,nutrition,nutrition,ok
app_sem3c_0751,oksytocyna,oxytocin,1,1,1,oxytocin,oxytocin,ok
app_sem3c_0752,oligonucleotide microarray,oligonucleotide microarray,1,1,1,oligonucleotide microarray,oligonucleotide microarray,ok
app_sem3c_0753,oms guidelines,oms guidelines,1,1,1,oms guidelines,OMS guidelines,ok
app_sem3c_0755,online terapia,online therapy,1,1,1,online therapy,online therapy,ok
app_sem3c_0756,online wsparcie,online support,1,1,1,online support,online support,ok
app_sem3c_0757,opieka paliatywna,palliative care,1,1,1,palliative care,palliative care,ok
app_sem3c_0758,opieka stomatologiczna,oral care,1,1,1,oral care,oral care,ok
app_sem3c_0760,organiczność,organicity,1,1,1,organicity,Organicity,ok
app_sem3c_0761,organizacja,organization,1,1,1,organization,organization,strong_review_non_substantive_or_metadata
app_sem3c_0762,osobisty terapia,personal therapy,1,1,1,personal therapy,personal therapy,ok
app_sem3c_0765,osobowość system interactions-psi,personality system interactions-psi,1,1,1,personality system interactions-psi,Personality System Interactions - PSI,ok
app_sem3c_0766,osobowość tests,personality tests,1,1,1,personality tests,personality tests,ok
app_sem3c_0767,osobowość types,personality types,1,1,1,personality types,personality types,ok
app_sem3c_0768,osoby 60+,people 60+,1,1,1,people 60+,people 60+,ok
app_sem3c_0769,osocze,plasma,1,1,1,plasma,plasma,ok
app_sem3c_0770,osteogenesis imperfect,osteogenesis imperfect,1,1,1,osteogenesis imperfect,Osteogenesis imperfect,ok
app_sem3c_0771,osteology,osteology,1,1,1,osteology,osteology,ok
app_sem3c_0774,pacjenci,patients,1,1,1,patients,patients,ok
app_sem3c_0775,panic,panic,1,1,1,panic,panic,ok
app_sem3c_0777,parametry of mobilisation of the unconscious,parameters of mobilisation of the unconscious,1,1,1,parameters of mobilisation of the unconscious,parameters of mobilisation of the unconscious,ok
app_sem3c_0778,parental postawa,parental attitude,1,1,1,parental attitude,parental attitudes,ok
app_sem3c_0779,parentification,parentification,1,1,1,parentification,parentification,ok
app_sem3c_0780,parkinson's disease,parkinson's disease,1,1,1,parkinson's disease,Parkinson's disease,ok
app_sem3c_0781,paternal behavior,paternal behavior,1,1,1,paternal behavior,paternal behaviour,ok
app_sem3c_0782,paternal prenatal bonding,paternal prenatal bonding,1,1,1,paternal prenatal bonding,Paternal prenatal bonding,ok
app_sem3c_0783,paternal-fetal przywiązanie,paternal-fetal attachment,1,1,1,paternal-fetal attachment,Paternal–fetal attachment,ok
app_sem3c_0784,paternalism,paternalism,1,1,1,paternalism,paternalism,ok
app_sem3c_0785,patogenowy wstręt,pathogen disgust,1,1,1,pathogen disgust,pathogen disgust,ok
app_sem3c_0786,patologia,pathology,1,1,1,pathology,pathology,ok
app_sem3c_0787,patologiczne skubanie skóry,pathological skin picking,1,1,1,pathological skin picking,pathological skin picking,ok
app_sem3c_0788,patologiczne zamartwianie się,pathlogical worry,1,1,1,pathlogical worry,pathlogical worry,ok
app_sem3c_0789,patologiczny,pathological,1,1,1,pathological,pathological,ok
app_sem3c_0790,peer,peer,1,1,1,peer,peer,strong_review_unresolved_acronym
app_sem3c_0791,peer wsparcie,peer support,1,1,1,peer support,peer support,ok
app_sem3c_0792,percepcja,perception,1,1,1,perception,perception,ok
app_sem3c_0793,percepcja of agresja,perception of aggression,1,1,1,perception of aggression,perception of aggression,ok
app_sem3c_0794,periodontal zdrowie,periodontal health,1,1,1,periodontal health,periodontal health,ok
app_sem3c_0795,person-oriented psychiatry,person-oriented psychiatry,1,1,1,person-oriented psychiatry,person-oriented psychiatry,ok
app_sem3c_0796,pharmacokinetics,pharmacokinetics,1,1,1,pharmacokinetics,pharmacokinetics,ok
app_sem3c_0797,phenobarbital,phenobarbital,1,1,1,phenobarbital,phenobarbital,ok
app_sem3c_0799,phenomenology of delusion,phenomenology of delusion,1,1,1,phenomenology of delusion,phenomenology of delusion,ok
app_sem3c_0800,phenotypic features,phenotypic features,1,1,1,phenotypic features,phenotypic features,ok
app_sem3c_0801,philosophical terapia,philosophical therapy,1,1,1,philosophical therapy,philosophical therapy,ok
app_sem3c_0803,philosophy of życie,philosophy of life,1,1,1,philosophy of life,philosophy of life,ok
app_sem3c_0804,phlosophy,phlosophy,1,1,1,phlosophy,Phlosophy,ok
app_sem3c_0805,phobic zaburzenie,phobic disorder,1,1,1,phobic disorder,phobic disorders,ok
app_sem3c_0806,picture,picture,1,1,1,picture,picture,ok
app_sem3c_0807,piecewise multi-phase model,piecewise multi-phase model,1,1,1,piecewise multi-phase model,piecewise multi-phase model,ok
app_sem3c_0808,pielęgniarki,nurses,1,1,1,nurses,nurses,ok
app_sem3c_0809,pierwotny chłoniak ośrodkowego układu nerwowego,primary central nervous system lymphoma,1,1,1,primary central nervous system lymphoma,Primary central nervous system lymphoma,ok
app_sem3c_0811,po wypisie,post-discharge,1,1,1,post-discharge,post-discharge,ok
app_sem3c_0814,polimorfizm,polymorphism,1,1,1,polymorphism,polymorphism,ok
app_sem3c_0815,polityka prywatności,privacy policy,1,1,1,privacy policy,Privacy policy,strong_review_non_substantive_or_metadata
app_sem3c_0816,polskie mity,polish myths,1,1,1,polish myths,Polish myths,ok
app_sem3c_0817,polskie mity patriotyczne,polish patriotism myths,1,1,1,polish patriotism myths,Polish patriotism myths,ok
app_sem3c_0818,pomoc online,online help,1,1,1,online help,Online Help,ok
app_sem3c_0819,populacja norms,population norms,1,1,1,population norms,population norms,ok
app_sem3c_0820,populacja wojskowa,military population,1,1,1,military population,military population,ok
app_sem3c_0821,popędliwość negatywna,negative urgency,1,1,1,negative urgency,negative urgency,ok
app_sem3c_0822,popędliwość pozytywna,positive urgency,1,1,1,positive urgency,positive urgency,ok
app_sem3c_0823,pornografia,pornography,1,1,1,pornography,pornography,ok
app_sem3c_0824,poród drogami natury,normal vaginal delivery,1,1,1,normal vaginal delivery,normal vaginal delivery,ok
app_sem3c_0826,postawa measurement,attitude measurement,1,1,1,attitude measurement,Attitude Measurement,ok
app_sem3c_0827,postawy,attitudes,1,1,1,attitudes,attitudes,ok
app_sem3c_0828,postawy towards the ciało and jedzenie,attitudes towards the body and eating,1,1,1,attitudes towards the body and eating,attitudes towards the body and eating,ok
app_sem3c_0829,postkomunistyczny,post-communist,1,1,1,post-communist,post-communist,ok
app_sem3c_0830,postmodernizm,postmodernism,1,1,1,postmodernism,postmodernism,ok
app_sem3c_0831,postrzegana kontrola,perceived control,1,1,1,perceived control,perceived control,ok
app_sem3c_0832,postrzeganie choroby,perception of illness,1,1,1,perception of illness,perception of illness,ok
app_sem3c_0834,potrzeby pacjentów,patients' needs,1,1,1,patients' needs,patients' needs,ok
app_sem3c_0837,poznawczy appraisal,cognitive appraisal,1,1,1,cognitive appraisal,cognitive appraisal,ok
app_sem3c_0838,poznawczy approach,cognitive approach,1,1,1,cognitive approach,cognitive approach,ok
app_sem3c_0839,poznawczy biases,cognitive biases,1,1,1,cognitive biases,cognitive biases,ok
app_sem3c_0841,poznawczy dysmetria,cognitive dysmetria,1,1,1,cognitive dysmetria,Cognitive Dysmetria,ok
app_sem3c_0842,poznawczy flexibility,cognitive flexibility,1,1,1,cognitive flexibility,cognitive flexibility,ok
app_sem3c_0843,poznawczy inhibition,cognitive inhibition,1,1,1,cognitive inhibition,cognitive inhibition,ok
app_sem3c_0844,poznawczy processing terapia,cognitive processing therapy,1,1,1,cognitive processing therapy,Cognitive Processing Therapy,ok
app_sem3c_0845,poznawczy restraint,cognitive restraint,1,1,1,cognitive restraint,cognitive restraint,ok
app_sem3c_0846,poznawczy restructuring,cognitive restructuring,1,1,1,cognitive restructuring,cognitive restructuring,ok
app_sem3c_0847,poznawczy rigidity,cognitive rigidity,1,1,1,cognitive rigidity,cognitive rigidity,ok
app_sem3c_0848,poznawczy triad,cognitive triad,1,1,1,cognitive triad,cognitive triad,ok
app_sem3c_0849,położnictwo,midwifery,1,1,1,midwifery,midwifery,ok
app_sem3c_0851,praktyk,practicioner,1,1,1,practicioner,practicioner,strong_review_non_substantive_or_metadata|strong_review_typo_or_garbled_term
app_sem3c_0852,prawidłowa masa ciała,normal weight,1,1,1,normal weight,normal weight,ok
app_sem3c_0853,predyktory,predictors,1,1,1,predictors,predictors,ok
app_sem3c_0854,prescription,prescription,1,1,1,prescription,prescription,ok
app_sem3c_0855,pretherapy waiting,pretherapy waiting,1,1,1,pretherapy waiting,pretherapy waiting,ok
app_sem3c_0857,primary zdrowie care,primary health care,1,1,1,primary health care,primary health care,ok
app_sem3c_0858,problematic internet używanie,problematic internet use,1,1,1,problematic internet use,problematic Internet use,ok
app_sem3c_0859,process research,process research,1,1,1,process research,process research,ok
app_sem3c_0860,profesjonaliści,professionals,1,1,1,professionals,professionals,strong_review_non_substantive_or_metadata
app_sem3c_0861,profilaktyczne usunięcie przydatków,prophylactic adnexectomy,1,1,1,prophylactic adnexectomy,prophylactic adnexectomy,ok
app_sem3c_0862,profilaktyczny interwencje,preventive interventions,1,1,1,preventive interventions,preventive interventions,ok
app_sem3c_0863,profilaktyczny metody,preventive methods,1,1,1,preventive methods,preventive methods,ok
app_sem3c_0864,profilaktyczny operations,preventive operations,1,1,1,preventive operations,preventive operations,ok
app_sem3c_0866,profilaktyka and control,prevention and control,1,1,1,prevention and control,prevention and control,ok
app_sem3c_0867,propofol,propofol,1,1,1,propofol,Propofol,ok
app_sem3c_0868,propriocepcja,proprioception,1,1,1,proprioception,proprioception,ok
app_sem3c_0869,prospective iu,prospective iu,1,1,1,prospective iu,prospective IU,ok
app_sem3c_0870,przedawkowania,overdoses,1,1,1,overdoses,overdoses,ok
app_sem3c_0871,przedłużona ekspozycja,prolonged exposure,1,1,1,prolonged exposure,Prolonged Exposure,ok
app_sem3c_0873,przestrzeganie protokołu,protocol compliance,1,1,1,protocol compliance,Protocol compliance,strong_review_non_substantive_or_metadata
app_sem3c_0874,przewlekły choroba,chronic disease,1,1,1,chronic disease,chronic disease,ok
app_sem3c_0875,przewlekły fatigue,chronic fatigue,1,1,1,chronic fatigue,chronic fatigue,ok
app_sem3c_0876,przewlekły low backache,chronic low backache,1,1,1,chronic low backache,chronic low backache,ok
app_sem3c_0877,przewlekły mentally ill persons,chronic mentally ill persons,1,1,1,chronic mentally ill persons,chronic mentally ill persons,ok
app_sem3c_0878,przewlekły renal failure,chronic renal failure,1,1,1,chronic renal failure,chronic renal failure,ok
app_sem3c_0880,próba niekliniczna,non-clinical sample,1,1,1,non-clinical sample,non-clinical sample,ok
app_sem3c_0881,psorasis,psorasis,1,1,1,psorasis,psorasis,strong_review_typo_or_garbled_term
app_sem3c_0882,pssi-persnlichkeits-stil-und strungs-inventar,pssi-persnlichkeits-stil-und strungs-inventar,1,1,1,pssi-persnlichkeits-stil-und strungs-inventar,PSSI-Persnlichkeits-Stil-und Strungs-Inventar,strong_review_typo_or_garbled_term
app_sem3c_0884,psychiatria środowiskowa,community psychiatry,1,1,1,community psychiatry,community psychiatry,ok
app_sem3c_0885,psychiatrist,psychiatrist,1,1,1,psychiatrist,psychiatrist,ok
app_sem3c_0886,psychiatryczny care,psychiatric care,1,1,1,psychiatric care,psychiatric care,ok
app_sem3c_0887,psychiatryczny disability,psychiatric disability,1,1,1,psychiatric disability,psychiatric disability,ok
app_sem3c_0888,psychiatryczny illness,psychiatric illness,1,1,1,psychiatric illness,Psychiatric illness,ok
app_sem3c_0889,psychiatryczny kliniczny care,psychiatric clinical care,1,1,1,psychiatric clinical care,psychiatric clinical care,ok
app_sem3c_0890,psychiatryczny outpatients,psychiatric outpatients,1,1,1,psychiatric outpatients,Psychiatric Outpatients,ok
app_sem3c_0891,psychiatryczny pielęgniarki,psychiatric nurses,1,1,1,psychiatric nurses,psychiatric nurses,ok
app_sem3c_0893,psychical activity,psychical activity,1,1,1,psychical activity,psychical activity,ok
app_sem3c_0894,psychiczny contamination,mental contamination,1,1,1,mental contamination,mental contamination,ok
app_sem3c_0895,psycho-patologiczny objaw,psycho-pathological symptom,1,1,1,psycho-pathological symptom,psycho-pathological symptoms,ok
app_sem3c_0898,psychodiagnostics,psychodiagnostics,1,1,1,psychodiagnostics,psychodiagnostics,ok
app_sem3c_0899,psychodrama,psychodrama,1,1,1,psychodrama,psychodrama,ok
app_sem3c_0900,psychodynamics,psychodynamics,1,1,1,psychodynamics,psychodynamics,ok
app_sem3c_0902,psychogenic binge easting,psychogenic binge easting,1,1,1,psychogenic binge easting,psychogenic binge easting,ok
app_sem3c_0903,psychologiczny assistance,psychological assistance,1,1,1,psychological assistance,Psychological Assistance,ok
app_sem3c_0904,psychologiczny counselors,psychological counselors,1,1,1,psychological counselors,psychological counselors,ok
app_sem3c_0905,psychologiczny flow,psychological flow,1,1,1,psychological flow,psychological Flow,ok
app_sem3c_0906,psychologiczny hardiness,psychological hardiness,1,1,1,psychological hardiness,psychological hardiness,ok
app_sem3c_0907,psychologiczny help,psychological help,1,1,1,psychological help,psychological help,ok
app_sem3c_0908,psychologiczny immunity,psychological immunity,1,1,1,psychological immunity,Psychological Immunity,ok
app_sem3c_0909,psychologiczny interwencje,psychological interventions,1,1,1,psychological interventions,psychological interventions,ok
app_sem3c_0910,psychologiczny measurement,psychological measurement,1,1,1,psychological measurement,psychological measurement,ok
app_sem3c_0912,psychologiczny predictors,psychological predictors,1,1,1,psychological predictors,psychological predictors,ok
app_sem3c_0913,psychologiczny resources,psychological resources,1,1,1,psychological resources,psychological resources,ok
app_sem3c_0914,psychologiczny traits,psychological traits,1,1,1,psychological traits,psychological traits,ok
app_sem3c_0915,psychologiczny zaburzenie,psychological disorder,1,1,1,psychological disorder,psychological disorders,ok
app_sem3c_0917,psychometric evaluation,psychometric evaluation,1,1,1,psychometric evaluation,Psychometric Evaluation,ok
app_sem3c_0918,psychometric scales,psychometric scales,1,1,1,psychometric scales,psychometric scales,ok
app_sem3c_0919,psychometric value,psychometric value,1,1,1,psychometric value,Psychometric Value,ok
app_sem3c_0920,psychopathological dimensions,psychopathological dimensions,1,1,1,psychopathological dimensions,psychopathological dimensions,ok
app_sem3c_0922,psychosocial funkcjonowanie,psychosocial functioning,1,1,1,psychosocial functioning,psychosocial functioning,ok
app_sem3c_0923,psychosocial wsparcie,psychosocial support,1,1,1,psychosocial support,Psychosocial support,ok
app_sem3c_0924,psychosocial wsparcie for refugees,psychosocial support for refugees,1,1,1,psychosocial support for refugees,psychosocial support for refugees,ok
app_sem3c_0925,psychosomatic objaw,psychosomatic symptom,1,1,1,psychosomatic symptom,psychosomatic symptoms,ok
app_sem3c_0926,psychosomatic terapia,psychosomatic therapy,1,1,1,psychosomatic therapy,Psychosomatic therapy,ok
app_sem3c_0928,psychospołeczny impact,psychosocial impact,1,1,1,psychosocial impact,Psychosocial Impact,ok
app_sem3c_0929,psychosurgery,psychosurgery,1,1,1,psychosurgery,psychosurgery,ok
app_sem3c_0931,psychotyczny studies,psychotic studies,1,1,1,psychotic studies,psychotic studies,ok
app_sem3c_0932,public zdrowie,public health,1,1,1,public health,public health,ok
app_sem3c_0933,putamen,putamen,1,1,1,putamen,putamen,ok
app_sem3c_0935,qol measures,qol measures,1,1,1,qol measures,QoL measures,ok
app_sem3c_0936,qualitative analysis,qualitative analysis,1,1,1,qualitative analysis,qualitative analysis,ok
app_sem3c_0937,qualitative metody,qualitative methods,1,1,1,qualitative methods,qualitative methods,ok
app_sem3c_0938,quantitative metody,quantitative methods,1,1,1,quantitative methods,quantitative methods,ok
app_sem3c_0939,quarantine,quarantine,1,1,1,quarantine,quarantine,ok
app_sem3c_0940,rapid cycling,rapid cycling,1,1,1,rapid cycling,rapid cycling,ok
app_sem3c_0941,rating scales,rating scales,1,1,1,rating scales,rating scales,ok
app_sem3c_0943,regulatory theory of temperament,regulatory theory of temperament,1,1,1,regulatory theory of temperament,Regulatory Theory of Temperament,ok
app_sem3c_0945,rehospitalisation,rehospitalisation,1,1,1,rehospitalisation,rehospitalisation,ok
app_sem3c_0947,relacje z obiektem,object relations,1,1,1,object relations,object relations,ok
app_sem3c_0948,relationship,relationship,1,1,1,relationship,relationship,ok
app_sem3c_0949,relationship patterns,relationship patterns,1,1,1,relationship patterns,relationship patterns,ok
app_sem3c_0950,relationship with the pacjent,relationship with the patient,1,1,1,relationship with the patient,relationship with the patient,ok
app_sem3c_0952,reliable change,reliable change,1,1,1,reliable change,reliable change,ok
app_sem3c_0954,religion,religion,1,1,1,religion,religion,ok
app_sem3c_0955,religious and społeczny predictors,religious and social predictors,1,1,1,religious and social predictors,religious and social predictors,ok
app_sem3c_0956,religious coping,religious coping,1,1,1,religious coping,religious coping,ok
app_sem3c_0957,remote working,remote working,1,1,1,remote working,remote working,ok
app_sem3c_0958,repeated transcranial magnetic stimulation,repeated transcranial magnetic stimulation,1,1,1,repeated transcranial magnetic stimulation,repeated transcranial magnetic stimulation,ok
app_sem3c_0960,resident,resident,1,1,1,resident,resident,ok
app_sem3c_0962,resiliency,resiliency,1,1,1,resiliency,resiliency,ok
app_sem3c_0963,resiliency training,resiliency training,1,1,1,resiliency training,Resiliency training,ok
app_sem3c_0964,respiration,respiration,1,1,1,respiration,respiration,ok
app_sem3c_0965,reversibility,reversibility,1,1,1,reversibility,reversibility,ok
app_sem3c_0966,rhinoplasty surgery,rhinoplasty surgery,1,1,1,rhinoplasty surgery,Rhinoplasty Surgery,ok
app_sem3c_0967,risk,risk,1,1,1,risk,risk,strong_review_unresolved_acronym
app_sem3c_0968,risk behaviors,risk behaviors,1,1,1,risk behaviors,risk behaviours,ok
app_sem3c_0970,risk managment,risk managment,1,1,1,risk managment,risk managment,ok
app_sem3c_0972,rodzicielstwo,parenthood,1,1,1,parenthood,parenthood,ok
app_sem3c_0973,rosacea,rosacea,1,1,1,rosacea,rosacea,ok
app_sem3c_0975,ruminative thinking,ruminative thinking,1,1,1,ruminative thinking,ruminative thinking,ok
app_sem3c_0976,runaway girls,runaway girls,1,1,1,runaway girls,Runaway Girls,ok
app_sem3c_0977,russia,russia,1,1,1,russia,Russia,ok
app_sem3c_0978,salience,salience,1,1,1,salience,salience,ok
app_sem3c_0979,saliva,saliva,1,1,1,saliva,saliva,ok
app_sem3c_0984,sasb,sasb,1,1,1,sasb,SASB,strong_review_unresolved_acronym
app_sem3c_0985,scales,scales,1,1,1,scales,scales,ok
app_sem3c_0986,schema modes,schema modes,1,1,1,schema modes,schema modes,ok
app_sem3c_0988,schizotypy,schizotypy,1,1,1,schizotypy,schizotypy,ok
app_sem3c_0989,school achievements,school achievements,1,1,1,school achievements,school achievements,ok
app_sem3c_0990,scientific production,scientific production,1,1,1,scientific production,scientific production,ok
app_sem3c_0991,seizures,seizures,1,1,1,seizures,seizures,ok
app_sem3c_0992,selective serotonin reuptake inhibitors (ssris),selective serotonin reuptake inhibitors (ssris),1,1,1,selective serotonin reuptake inhibitors (ssris),selective serotonin reuptake inhibitors (SSRIs),ok
app_sem3c_0993,selenium,selenium,1,1,1,selenium,selenium,ok
app_sem3c_0994,self,self,1,1,1,self,self,strong_review_unresolved_acronym
app_sem3c_0995,self obraz,self image,1,1,1,self image,self image,ok
app_sem3c_0996,self percepcja,self perception,1,1,1,self perception,self perception,ok
app_sem3c_0997,self-agresja,self-aggression,1,1,1,self-aggression,self-aggression,ok
app_sem3c_0999,self-evaluation,self-evaluation,1,1,1,self-evaluation,self-evaluation,ok
app_sem3c_1000,self-harming,self-harming,1,1,1,self-harming,self-harming,ok
app_sem3c_1001,self-motivation,self-motivation,1,1,1,self-motivation,self-motivation,ok
app_sem3c_1003,self-percepcja,self-perception,1,1,1,self-perception,self-perception,ok
app_sem3c_1005,self-regulation competences,self-regulation competences,1,1,1,self-regulation competences,self-regulation competences,ok
