article_id,journal_key,year_for_analysis,period,title_clean,family_drive_conflict_defense,terms_drive_conflict_defense,family_dream_fantasy_unconscious,terms_dream_fantasy_unconscious,family_ego_self_narcissism,terms_ego_self_narcissism,family_object_relations,terms_object_relations,family_kleinian_bionian,terms_kleinian_bionian,family_winnicottian_environment_holding,terms_winnicottian_environment_holding,family_attachment_development_infant,terms_attachment_development_infant,family_transference_countertransference,terms_transference_countertransference,family_technique_interpretation_process,terms_technique_interpretation_process,family_relational_intersubjective_field,terms_relational_intersubjective_field,family_trauma_dissociation_affect_regulation,terms_trauma_dissociation_affect_regulation,family_psychosis_borderline_primitive_states,terms_psychosis_borderline_primitive_states,family_body_sexuality_gender,terms_body_sexuality_gender,family_language_narrative_symbolization,terms_language_narrative_symbolization,family_culture_race_social_ethics,terms_culture_race_social_ethics,family_empirical_research_measurement,terms_empirical_research_measurement,family_history_theory_schools,terms_history_theory_schools,n_semantic_families_hit,n_semantic_terms_hit
PPTX.031.0414A,psychoanalytic_psychotherapy,2017,2010-2025,When the sun bursts. The enigma of schizophrenia,0,,0,,0,,0,,0,,0,,1,children | early,0,,1,setting,0,,0,,1,psychotic,0,,0,,1,culture | violence | war,0,,0,,4,7
PPTX.032.0102A,psychoanalytic_psychotherapy,2018,2010-2025,Epistemological flaws in NICE review methodology and its impact on recommendations for psychodynamic psychotherapies for complex and persistent depression,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,social,1,assessment | evidence | outcome | outcomes,0,,2,5
PPTX.032.0095A,psychoanalytic_psychotherapy,2018,2010-2025,Guest Editorial,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,recognition,0,,0,,0,,1,story | words,1,social,1,outcome | outcomes,0,,4,6
PPTX.032.0197A,psychoanalytic_psychotherapy,2018,2010-2025,"'Post-natal' depression in fathers, or Early Fatherhood Depression",0,,0,,0,,0,,0,,0,,1,early,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1
PPTX.032.0061A,psychoanalytic_psychotherapy,2018,2010-2025,Balint groups in undergraduate medical education: a systematic review,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,relationship,0,,0,,0,,1,english language | language,0,,1,evidence | evidence-based,0,,3,5
PPTX.032.0396A,psychoanalytic_psychotherapy,2018,2010-2025,The new analyst's guide to the galaxy: questions about contemporary psychoanalysis,0,,1,unconscious,0,,0,,1,bion,1,play,0,,0,,0,,1,relationship,0,,0,,0,,0,,0,,0,,1,freud | freudian,5,6
PPTX.032.0321A,psychoanalytic_psychotherapy,2018,2010-2025,Psychotherapy for people diagnosed with schizophrenia,1,aggressive,0,,0,,0,,0,,0,,0,,1,transference,0,,1,interpersonal,1,anxiety,1,psychotic,0,,1,words,0,,1,effectiveness | evidence,0,,7,8
PPTX.032.0326A,psychoanalytic_psychotherapy,2018,2010-2025,"Unrepressed unconscious, implicit memory, and clinical work",0,,1,unconscious | wish,0,,0,,0,,0,,1,attachment,0,,0,,0,,1,dissociation | trauma,1,primitive,0,,0,,0,,1,evidence,1,freud | freud's,6,9
PPTX.032.0301A,psychoanalytic_psychotherapy,2018,2010-2025,Suicide risk in the detachment from reality: failures in the quest for love that saves,1,aggressive | aggressive drives | conflict | conflicts | drive | drives | libidinal,0,,0,,1,internal | internal world,0,,0,,1,early,0,,0,,1,relationship | relationships,0,,0,,0,,0,,0,,0,,1,freud | freud's,5,14
PPTX.032.0157A,psychoanalytic_psychotherapy,2018,2010-2025,The process of change in ethnic minority males undergoing psychodynamic psychotherapy: a detailed comparison of two cases,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,outcome | outcomes | scale,0,,1,3
PPTX.032.0282A,psychoanalytic_psychotherapy,2018,2010-2025,The theoretical basis of the Conversational Model of Therapy,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,interpersonal,0,,0,,0,,0,,0,,1,evidence | evidence-based,0,,2,3
PPTX.032.0385A,psychoanalytic_psychotherapy,2018,2010-2025,"Receiving slaps, receiving words. The violence of separation in a public service time limited psychotherapy group for adolescents",0,,1,dream,0,,0,,0,,0,,1,childhood | children | early | early psychic | family,0,,0,,1,interpersonal | relationship | relationships,0,,0,,0,,1,meaning | words,1,violence,0,,0,,5,12
PPTX.032.0335A,psychoanalytic_psychotherapy,2018,2010-2025,Catch 22: the inflammatory nature of insight,0,,1,wish,1,self | shame,0,,0,,0,,0,,0,,0,,0,,1,anxiety | feelings,1,psychotic,0,,0,,0,,1,evidence,0,,5,7
PPTX.032.0181A,psychoanalytic_psychotherapy,2018,2010-2025,The secret sorrows of men: impact of Dynamic Interpersonal Therapy on 'masculine depression',0,,0,,1,self,0,,0,,0,,0,,0,,1,setting,1,dynamic interpersonal | interpersonal | relational | relationship | relationships,1,affect,0,,1,gender,0,,1,culture,0,,0,,6,10
PPTX.032.0122A,psychoanalytic_psychotherapy,2018,2010-2025,The interpersonal structure of depression,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,interpersonal,0,,0,,0,,0,,0,,0,,0,,1,1
PPTX.032.0235A,psychoanalytic_psychotherapy,2018,2010-2025,Suicide and survivalism: a public sector perspective on two new books,1,defence,1,wishes,0,,0,,0,,0,,1,family,0,,0,,0,,1,anxiety | feelings,0,,0,,0,,1,responsibility | social,0,,0,,5,7
PPTX.032.0407A,psychoanalytic_psychotherapy,2018,2010-2025,"Beyond Doer and Done to: Recognition Theory, Intersubjectivity and the Third",0,,0,,0,,1,object | object relations,0,,1,mother,1,attachment | child | early,0,,1,technique,1,intersubjective | intersubjectivity | recognition | relational | relationship | relationships,1,affective | regulation,0,,0,,1,words,0,,0,,0,,7,16
PPTX.032.0140A,psychoanalytic_psychotherapy,2018,2010-2025,The active ingredients of dynamic interpersonal therapy (DIT): an exploration of clients' experiences,0,,0,,1,self,0,,0,,0,,1,attachment,1,transference,0,,1,dynamic interpersonal | interpersonal | relational,1,emotional,0,,0,,1,story,0,,0,,0,,6,8
PPTX.032.0004A,psychoanalytic_psychotherapy,2018,2010-2025,Going backstage: a psychoanalytically informed study with amateur musicians in adult mental health services,0,,0,,1,narcissistic,1,object,0,,1,play,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,3
PPTX.032.0351A,psychoanalytic_psychotherapy,2018,2010-2025,Mobilizing self through short-term dynamic interpersonal psychotherapy: a preliminary report,0,,0,,1,self | self-report,0,,0,,0,,1,childhood,0,,0,,1,dynamic interpersonal | interpersonal | relationship,1,trauma,0,,0,,0,,1,social,1,measure | measures | pilot study | scale,0,,6,12
PPTX.032.0401A,psychoanalytic_psychotherapy,2018,2010-2025,"For where you are gathered, I will be: experiencing the third",0,,0,,0,,0,,0,,0,,0,,1,transference,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1
PPTX.032.0315A,psychoanalytic_psychotherapy,2018,2010-2025,Screen relations: the limits of computer-mediated psychoanalysis and psychotherapy,0,,0,,0,,0,,0,,0,,0,,1,countertransference,0,,0,,0,,0,,0,,1,words,0,,0,,0,,2,2
PPTX.032.0368A,psychoanalytic_psychotherapy,2018,2010-2025,A process study of long-term treatment: comparing a successful and a less successful outcome,1,defense | defense mechanisms,0,,0,,0,,0,,0,,0,,0,,1,interpretation | technique,0,,1,affect | emotional,0,,0,,0,,0,,1,outcome | scale,0,,4,8
PPTX.032.0217A,psychoanalytic_psychotherapy,2018,2010-2025,Influence of childhood trauma on depression in the INDDEP study,0,,0,,0,,0,,0,,0,,1,childhood,0,,0,,1,relationship,1,trauma,0,,0,,0,,0,,1,outcome,0,,4,4
PPTX.032.0040A,psychoanalytic_psychotherapy,2018,2010-2025,Falling outside of the 'nice little binary box': a psychoanalytic exploration of the non-binary gender identity,0,,1,unconscious,1,identity | self,1,internal | internal world | object,0,,0,,0,,0,,0,,0,,0,,0,,1,female | gender | gender identity,1,language,1,cultural,0,,0,,6,11
PPTX.032.0019A,psychoanalytic_psychotherapy,2018,2010-2025,The Vasarhelyi method of child art psychotherapy: an adjunctive treatment in childhood depression,0,,0,,0,,0,,0,,0,,1,child | childhood,0,,0,,0,,1,anxiety,0,,1,female,0,,0,,0,,0,,3,4
PPTX.032.0267A,psychoanalytic_psychotherapy,2018,2010-2025,"I, Me, You & Us: can a psychodynamic model provide a relational perspective on psychosis?",0,,0,,0,,1,external | internal | object | object relations,0,,0,,0,,0,,0,,1,relational | relational perspective,0,,1,psychotic,0,,0,,1,cultural,0,,0,,4,8
PPTX.032.0249A,psychoanalytic_psychotherapy,2018,2010-2025,Team splitting and the 'borderline personality': a relational reframe,0,,0,,0,,1,object | object relations | splitting,0,,0,,1,early,0,,0,,1,relational,0,,1,borderline | borderline personality,0,,0,,1,responsibility,0,,0,,5,8
PPTX.032.0243A,psychoanalytic_psychotherapy,2018,2010-2025,On being surrounded by loss,1,defence,0,,0,,0,,0,,1,mother,1,loss,0,,0,,1,dialogue,0,,0,,0,,0,,1,cultural | political | social,0,,1,freud | freud himself | freud's,6,10
PPTX.032.0398A,psychoanalytic_psychotherapy,2018,2010-2025,Art therapy for psychosis: theory and practice,0,,0,,0,,0,,0,,0,,0,,0,,1,technique,1,interpersonal,0,,1,psychotic,0,,1,meaning | words,1,social,0,,0,,5,6
PPTX.033.0133A,psychoanalytic_psychotherapy,2019,2010-2025,"Short-term psychoanalytic psychotherapy for adolescents with depression. A treatment manual: by Simon Cregeen, Carol Hughes, Nick Midgley, Maria Rhode and Margaret Rustin, London, Karnac Books, 2017, 267 pp., £29.99 (paperback), ISBN: 978-1-78220-352.",0,,0,,0,,0,,0,,0,,1,child | early | loss,1,transference,1,setting,1,relationship,1,anxiety | feelings | trauma,0,,0,,0,,0,,1,assessment,0,,6,10
PPTX.033.0218A,psychoanalytic_psychotherapy,2019,2010-2025,"Intellectual disability and psychotherapy; the theories, practice and influence of Valerie Sinason: edited by Alan Corbett, Abingdon, Oxon, Routledge, 2019, 189 pp., £29.99 (paperback), ISBN 9781138323629",0,,1,unconscious,0,,0,,0,,0,,1,children | early,0,,0,,0,,1,feelings,0,,0,,0,,0,,0,,0,,3,4
PPTX.033.0222A,psychoanalytic_psychotherapy,2019,2010-2025,"Psychoanalysis, clinic and context: subjectivity, history and autobiography: by Ian Parker, Oxon, Routledge, 2019, 208 pp., £23.99 (paperback), ISBN 978-0-367-14433-3, £84.00 (hardback), ISBN 978-0-367-14432-6, £15.00 (eBook), ISBN 978-0-429-03199-1",0,,0,,1,subjectivity,0,,0,,1,mother,1,childhood,0,,0,,1,relationship,0,,0,,0,,1,story,1,cultural | political,0,,0,,6,7
PPTX.033.0136A,psychoanalytic_psychotherapy,2019,2010-2025,"Mentalization-based treatment for children: a time-limited approach: by Nick Midgley, Karin Ensink, Karin Lindqvist, Norka Malberg, & Nicole Muller, Washington, DC, American Psychological Association, 2017, 268 pp., £49.38 (Hardcover), ISBN 978-1-4338-2732-7; £49.38 (Kindle Edition)",0,,0,,0,,1,object,0,,0,,1,attachment | child | childhood | children | early | family,1,transference,1,interpretation,1,recognition,1,affect | affect regulation | regulation,0,,0,,1,meaning,0,,0,,1,anna freud | freud,8,16
PPTX.033.0287A,psychoanalytic_psychotherapy,2019,2010-2025,Evidence-based psychoanalytic case study-prize,0,,0,,0,,0,,0,,0,,1,child,0,,0,,0,,0,,0,,0,,0,,1,social,1,effectiveness | evidence | evidence-based,0,,3,5
PPTX.033.0159A,psychoanalytic_psychotherapy,2019,2010-2025,The disabling effects of Trauma in a time of austerity: implications for the practice and theory of child psychotherapy,0,,0,,0,,0,,0,,1,play,1,child | childhood | children,0,,0,,1,recognition | relationship,1,emotional | feelings | trauma,0,,0,,0,,1,social,0,,0,,5,10
PPTX.033.0099A,psychoanalytic_psychotherapy,2019,2010-2025,Dynamic interpersonal therapy as experienced by young adults,0,,0,,0,,0,,0,,0,,1,child,0,,0,,1,dynamic interpersonal | interpersonal | relationship | relationships,1,affective | feelings,0,,0,,0,,0,,0,,0,,3,7
PPTX.033.0049A,psychoanalytic_psychotherapy,2019,2010-2025,Terror in the countertransference: extreme anxiety as a clinician and organisational leader and its effects,0,,0,,0,,0,,1,containment,0,,0,,1,countertransference,0,,0,,1,anxiety | trauma,0,,0,,0,,0,,0,,0,,3,4
PPTX.033.0284A,psychoanalytic_psychotherapy,2019,2010-2025,"Nurturing children: from trauma to growth using attachment theory, psychoanalysis and neurobiology",0,,0,,1,ego,0,,1,bion | bion's,0,,1,attachment | child | children | early | infants,1,countertransference,1,technique,0,,1,feelings | trauma,0,,1,body | sexual | sexual abuse,0,,1,social,0,,0,,8,16
PPTX.033.0145A,psychoanalytic_psychotherapy,2019,2010-2025,"Process facilitation in psychoanalysis, psychotherapy and social work: by Sylvia O'Neill, Abingdon, Oxon, Routledge, 2019, 179 pp., £27.99 (paperback), ISBN 978-1-138-59109-7",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,social,0,,1,freud | freud's,2,3
PPTX.033.0175A,psychoanalytic_psychotherapy,2019,2010-2025,Complex PTSD in relatives of people with ID: an illustrative clinical case study from South Africa,1,defence | defences against,0,,1,self,1,object | object relations,0,,1,mother,1,child | children | family,0,,0,,0,,1,trauma,0,,0,,0,,0,,0,,0,,6,10
PPTX.033.0248A,psychoanalytic_psychotherapy,2019,2010-2025,Containment? An investigation into psychoanalytic containment in the NHS in relation to someone with a diagnosis of personality disorder,1,conflict | defence | defences against,0,,0,,1,projective identification | splitting,1,containment,0,,0,,0,,0,,0,,1,anxiety,0,,0,,0,,0,,1,assessment,0,,5,8
PPTX.033.0020A,psychoanalytic_psychotherapy,2019,2010-2025,Trainee psychotherapy effectiveness at a psychodynamic training clinic: a practice-based study,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,interpersonal | relational,0,,0,,0,,0,,0,,1,effectiveness | outcome | outcomes,0,,2,5
PPTX.033.0005A,psychoanalytic_psychotherapy,2019,2010-2025,Something torn or burst or unbearable: a psychoanalytically-informed exploration of the experience of somatic symptoms,0,,0,,0,,1,object | object relationship,1,bion | bion's | containment,0,,0,,0,,0,,1,relationship,1,emotional,0,,1,body | somatic symptoms,1,meaning,0,,0,,0,,6,10
PPTX.033.0150A,psychoanalytic_psychotherapy,2019,2010-2025,Evidence-based psychoanalytic case study-prize,0,,0,,0,,0,,0,,0,,1,child,0,,0,,0,,0,,0,,0,,0,,0,,1,evidence | evidence-based,0,,2,3
PPTX.033.0155A,psychoanalytic_psychotherapy,2019,2010-2025,Books available for review,0,,1,unconscious,0,,0,,0,,0,,0,,0,,1,technique,0,,1,affect,0,,0,,0,,1,culture | political | social,0,,0,,4,6
PPTX.033.0225A,psychoanalytic_psychotherapy,2019,2010-2025,Books available for review,0,,1,unconscious,0,,0,,0,,0,,1,attachment,0,,1,technique,1,relational | relationship | relationships,1,affect | trauma,0,,1,sexual,0,,1,culture | political | social,0,,0,,7,12
PPTX.033.0226A,psychoanalytic_psychotherapy,2019,2010-2025,Evidence-based psychoanalytic case study-prize,0,,0,,0,,0,,0,,0,,1,child,0,,0,,0,,0,,0,,0,,0,,0,,1,evidence | evidence-based,0,,2,3
PPTX.033.0286A,psychoanalytic_psychotherapy,2019,2010-2025,Review Essays,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,words,0,,0,,0,,1,1
PPTX.033.0077A,psychoanalytic_psychotherapy,2019,2010-2025,Development of dynamic interpersonal therapy in complex care (DITCC): a pilot study,0,,0,,0,,0,,0,,0,,0,,0,,1,setting,1,dynamic interpersonal | interpersonal,1,anxiety,0,,0,,0,,0,,1,effectiveness | evidence | pilot study,0,,4,7
PPTX.033.0034A,psychoanalytic_psychotherapy,2019,2010-2025,Influence of personal therapy on learning and development of psychotherapeutic skills,0,,0,,1,subjectivity,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1
PPTX.033.0233A,psychoanalytic_psychotherapy,2019,2010-2025,Living with dementia: using mentalization-based understandings to support family carers,0,,0,,0,,0,,0,,0,,1,family,0,,0,,1,relationship,1,emotional,0,,0,,0,,1,social,0,,0,,4,4
PPTX.033.0278A,psychoanalytic_psychotherapy,2019,2010-2025,"Psychoanalytic thinking on the unhoused mind: edited by Gabrielle Brown, London & New York, Routledge, 2019, 141 pp., £23.99 (pback), ISBN: 978-0-367-14847-8",0,,1,wish,0,,0,,0,,1,mother,1,early | infants,0,,0,,0,,1,trauma,0,,0,,0,,1,political | social,0,,0,,5,7
PPTX.033.0266A,psychoanalytic_psychotherapy,2019,2010-2025,Quality of object relations and suicidal ideation among community mental health outpatients,0,,0,,1,self,1,object | object relations,0,,0,,0,,0,,1,setting,1,relationship | relationships,0,,0,,0,,1,representations,0,,0,,0,,5,7
PPTX.033.0117A,psychoanalytic_psychotherapy,2019,2010-2025,Managing the monster in the mind: a psychoanalytically informed qualitative study exploring the experiences of people diagnosed with obsessive-compulsive disorder,0,,0,,0,,0,,0,,0,,1,early,0,,0,,1,interpersonal,1,emotional,0,,0,,0,,0,,1,evidence,0,,4,4
PPTX.033.0192A,psychoanalytic_psychotherapy,2019,2010-2025,We need to talk about Fabian: Klein's 'lost' theory of projective identification and the social construction of gender/queer objects,1,oedipus complex,0,,1,identity,1,internal | internal objects | object | objects | projective identification,1,melanie klein | melanie klein's,0,,0,,0,,1,setting,0,,1,emotional,0,,1,gender | sexual,0,,1,social,0,,1,freud,9,15
PPTX.033.0142A,psychoanalytic_psychotherapy,2019,2010-2025,"Textbook of applied psychoanalysis: edited by Salman Akhtar and Stuart Twemlow, Abingdon and New York, Routledge, 2018, 484 pp., £65 (hardback), ISBN 978-1-78220-187-8",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,trauma,0,,1,body,0,,1,cultural | social,0,,1,freud,4,5
PPTX.034.0065A,psychoanalytic_psychotherapy,2020,2010-2025,"Violent states and creative minds (2 volume set): edited by John Adlam, Tilman Kluttig and Bandy X. Lee, London, Jessica Kingsley Publishers, 2018, £65.00 (paperback), ISBN 9781785920479",1,conflict,0,,1,self,0,,0,,0,,0,,0,,0,,1,relationship | relationships,0,,0,,0,,0,,1,political | violence | war,0,,0,,4,7
PPTX.034.0068A,psychoanalytic_psychotherapy,2020,2010-2025,"Holding time: human need and relationships in dementia care: by Esther Ramsay-Jones, London, Free Association Books, 2019, 240 pp., £14.99 (paperback), ISBN 10: 1-91-138325-6; £14.99 (paperback), ISBN 13: 978-1-91-138325-3",1,aggression | defence | defence mechanism,0,,0,,1,external | external world | internal,0,,1,mother,1,childhood | family,0,,0,,1,recognition | relationship | relationships,0,,1,primitive,0,,0,,0,,0,,0,,6,13
PPTX.034.0129A,psychoanalytic_psychotherapy,2020,2010-2025,Psychoanalytic psychotherapy in Finland,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,political,1,effectiveness | evidence | evidence-based,0,,2,4
PPTX.034.0270A,psychoanalytic_psychotherapy,2020,2010-2025,Evidence-based psychoanalytic case study-prize,0,,0,,0,,0,,0,,0,,1,child,0,,0,,0,,0,,0,,0,,0,,0,,1,effectiveness | evidence | evidence-based,0,,2,4
PPTX.034.0205A,psychoanalytic_psychotherapy,2020,2010-2025,"Tinnitus, paranoid psychosis, homicide and the identificate in an amiable man",1,oedipal | oedipus situation,0,,0,,1,internal | object | projective identification,0,,1,mother,1,loss,0,,0,,0,,1,anxiety,0,,0,,0,,1,violence,0,,0,,6,9
PPTX.034.0353A,psychoanalytic_psychotherapy,2020,2010-2025,Books available for review,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
PPTX.034.0263A,psychoanalytic_psychotherapy,2020,2010-2025,"The power of music, psychoanalytic explorations: by Roger Kennedy, Bicester, Phoenix House Publishing, 2020, 148 pp., £25 (paperback), ISBN 9781912691739",0,,0,,0,,0,,0,,0,,1,early,0,,0,,0,,0,,0,,0,,1,language | words,0,,0,,0,,2,3
PPTX.034.0278A,psychoanalytic_psychotherapy,2020,2010-2025,"Is a 'good enough' experience possible for patients and clinicians through remote consultations? A guide to surviving remote therapy, based on psychoanalytic and neuroscientific literature",0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,emotional,0,,0,,0,,0,,0,,0,,1,1
PPTX.034.0037A,psychoanalytic_psychotherapy,2020,2010-2025,The function of the art object: art-psychotherapy theory and practice,1,defense,0,,0,,1,object,0,,0,,0,,0,,0,,1,relationship,0,,1,borderline | borderline personality,0,,0,,0,,0,,0,,4,5
PPTX.034.0056A,psychoanalytic_psychotherapy,2020,2010-2025,The challenges and mysteries of sexuality,1,drive | drives,1,unconscious,1,ego | superego,0,,0,,0,,0,,0,,0,,0,,1,trauma,0,,1,sexuality,0,,1,social,0,,1,freud | freud's,7,10
PPTX.034.0228A,psychoanalytic_psychotherapy,2020,2010-2025,Gripped by the chaos: a psychoanalytically-informed qualitative exploration of adolescent ADHD,0,,0,,1,self,1,object,1,containment,0,,1,early,0,,0,,1,interpersonal | relationship | relationships,1,affect,0,,0,,0,,0,,0,,0,,6,8
PPTX.034.0100A,psychoanalytic_psychotherapy,2020,2010-2025,Access to psychoanalysis and psychotherapy in the US,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
PPTX.034.0309A,psychoanalytic_psychotherapy,2020,2010-2025,A psychoanalytic contribution to the understanding of criminal tendencies,1,conflict | conflicts,0,,0,,1,internal,1,containment,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,4
PPTX.034.0052A,psychoanalytic_psychotherapy,2020,2010-2025,"Psychoanalysis, the NHS and mental health work today: edited by Alison Vaspe, London, Karnac Books 2017, 320pp., £34.99 (paperback/E-book), ISBN 9781 78220 3681",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,relationship,1,emotional | feelings | trauma,0,,0,,0,,1,culture,0,,0,,3,5
PPTX.034.0346A,psychoanalytic_psychotherapy,2020,2010-2025,"Psychoanalytic perspectives on illegitimacy, adoption and reproduction technology: strangers as kin: by Prophecy Coles, London, Routledge, 2020, 221 pp., £29.99 (paperback), ISBN 9780367367428",0,,0,,0,,0,,0,,1,mother,1,attachment | child | children | early,0,,0,,0,,0,,0,,0,,0,,1,cultural,0,,0,,3,6
PPTX.034.0354A,psychoanalytic_psychotherapy,2020,2010-2025,Evidence-based psychoanalytic case study-prize,0,,0,,0,,0,,0,,0,,1,child,0,,0,,0,,0,,0,,0,,0,,0,,1,effectiveness | evidence | evidence-based,0,,2,4
PPTX.034.0147A,psychoanalytic_psychotherapy,2020,2010-2025,Psychodynamic therapy in the public sector in Italy: then and now. The opportunity of evidence-based practice in the birthplace of 'care-in-the-community',1,resistance,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,culture | social,1,evidence | evidence-based,0,,3,5
PPTX.034.0269A,psychoanalytic_psychotherapy,2020,2010-2025,Books available for review,0,,1,unconscious,1,narcissistic | self,0,,0,,0,,1,attachment | child,0,,1,technique,1,relational | relationship | relationships,1,affect | anxiety | trauma,1,borderline,1,sexual,0,,1,political | social,0,,0,,9,16
PPTX.034.0071A,psychoanalytic_psychotherapy,2020,2010-2025,Books available for review,0,,1,unconscious,1,narcissistic | self,0,,0,,0,,1,attachment,0,,1,technique,0,,1,affect | trauma,1,borderline,0,,0,,1,culture | political | social,0,,0,,7,11
PPTX.034.0163A,psychoanalytic_psychotherapy,2020,2010-2025,Psychoanalysis and psychoanalytic psychotherapy in the South African context,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,trauma,0,,0,,0,,1,racial | social,0,,0,,2,3
PPTX.034.0018A,psychoanalytic_psychotherapy,2020,2010-2025,Short term psychodynamic psychotherapy (STPP) for clients with complex and enduring difficulties within NHS mental health services: a case series,0,,0,,0,,0,,0,,0,,0,,0,,1,setting,0,,0,,0,,0,,0,,0,,1,evidence | measure | measures | outcome,0,,2,5
PPTX.034.0078A,psychoanalytic_psychotherapy,2020,2010-2025,Psychodynamic therapy in Canada in the era of evidence-based practice,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,effectiveness | evidence | evidence-based | measure,0,,1,4
PPTX.034.0111A,psychoanalytic_psychotherapy,2020,2010-2025,Psychoanalytic psychotherapy in Austria,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,war | world war,0,,0,,1,2
PPTX.034.0325A,psychoanalytic_psychotherapy,2020,2010-2025,Some very important people are depressed. Get over it! A three-part narrative review of depression memoirs in the public sphere. Part 2: The pioneers and the unexpected rise of the depression memoir,0,,0,,1,identity,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,evidence | evidence-based,0,,2,3
PPTX.034.0246A,psychoanalytic_psychotherapy,2020,2010-2025,Some very important people are depressed; get over it! A three-part narrative review of depression memoirs in the public sphere,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
PPTX.034.0184A,psychoanalytic_psychotherapy,2020,2010-2025,Balint groups with junior doctors: a systematic review,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,measure | measures | outcome,0,,1,3
PPTX.034.0004A,psychoanalytic_psychotherapy,2020,2010-2025,Psychic room to breathe. Themes emerging within a staff Balint group on an eating disorder inpatient unit,0,,0,,0,,0,,0,,0,,0,,1,countertransference,0,,0,,1,feelings,0,,0,,0,,0,,0,,0,,2,2
PPTX.034.0293A,psychoanalytic_psychotherapy,2020,2010-2025,An unthinkable and unbearable injury: psychoanalytically-oriented qualitative research with men who have experienced intimate partner violence,1,aggression,0,,0,,0,,0,,0,,0,,0,,0,,1,interpersonal | recognition | relationship,1,affective,0,,1,body,0,,1,violence,0,,0,,5,7
PPTX.035.0178A,psychoanalytic_psychotherapy,2021,2010-2025,Evidence-based Psychoanalytic Case Study-Prize,0,,0,,0,,0,,0,,0,,1,child,0,,0,,0,,0,,0,,0,,0,,0,,1,evidence | evidence-based,0,,2,3
PPTX.035.0292A,psychoanalytic_psychotherapy,2021,2010-2025,Evidence-based psychoanalytic case study-prize,0,,0,,0,,0,,0,,0,,1,child,0,,0,,0,,0,,0,,0,,0,,0,,1,effectiveness | evidence | evidence-based,0,,2,4
PPTX.035.0291A,psychoanalytic_psychotherapy,2021,2010-2025,Books available for review,0,,1,unconscious,1,narcissistic | self,0,,0,,0,,0,,0,,0,,0,,1,dissociation | trauma,1,borderline,0,,0,,1,political | social,0,,0,,5,8
PPTX.035.0169A,psychoanalytic_psychotherapy,2021,2010-2025,State of psychoanalytic psychotherapy in Bosnia and Herzegovina since the 1992-95 war,0,,0,,0,,0,,0,,0,,1,early | early stages,0,,1,setting,0,,1,regulation,0,,0,,0,,1,war,0,,0,,4,5
PPTX.035.0079A,psychoanalytic_psychotherapy,2021,2010-2025,Evidence-based psychoanalytic case study-prize,0,,0,,0,,0,,0,,0,,1,child,0,,0,,0,,0,,0,,0,,0,,0,,1,evidence | evidence-based,0,,2,3
PPTX.035.0383A,psychoanalytic_psychotherapy,2021,2010-2025,Shapes of gender identity: three stories with impact,0,,0,,1,identity,0,,0,,0,,1,children,0,,0,,1,recognition,0,,0,,1,gender | gender identity,0,,0,,0,,0,,4,5
PPTX.035.0078A,psychoanalytic_psychotherapy,2021,2010-2025,Books available for review,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0
PPTX.035.0186A,psychoanalytic_psychotherapy,2021,2010-2025,Beyond the walls of Camden & Islington personality disorder service: a qualitative study of clinical consultation to external services,0,,0,,1,self,1,external,1,bion | bion's | containment,0,,0,,0,,0,,0,,1,anxiety,0,,0,,0,,1,responsibility,1,outcome,0,,6,8
