period,journal_key,n_records_group,rank,term,ngram_n,count,doc_count,doc_pct,n_docs_base
2010-2025,psychoanalytic_psychotherapy,432,33,disorder,1,142,54,12.5,432
2010-2025,psychoanalytic_psychotherapy,432,34,both,1,138,108,25.0,432
2010-2025,psychoanalytic_psychotherapy,432,35,relationship,1,137,80,18.519,432
2010-2025,psychoanalytic_psychotherapy,432,36,trauma,1,136,45,10.417,432
2010-2025,psychoanalytic_psychotherapy,432,37,other,1,134,100,23.148,432
2010-2025,psychoanalytic_psychotherapy,432,38,working,1,131,84,19.444,432
2010-2025,psychoanalytic_psychotherapy,432,39,people,1,128,66,15.278,432
2010-2025,psychoanalytic_psychotherapy,432,40,interpersonal,1,126,39,9.028,432
2010-2025,psychoanalytic_psychotherapy,432,41,one,1,125,90,20.833,432
2010-2025,psychoanalytic_psychotherapy,432,42,two,1,125,86,19.907,432
2010-2025,psychoanalytic_psychotherapy,432,43,model,1,116,58,13.426,432
2010-2025,psychoanalytic_psychotherapy,432,44,training,1,115,57,13.194,432
2010-2025,psychoanalytic_psychotherapy,432,45,complex,1,115,56,12.963,432
2010-2025,psychoanalytic_psychotherapy,432,46,experiences,1,112,61,14.12,432
2010-2025,psychoanalytic_psychotherapy,432,47,routledge,1,109,41,9.491,432
2010-2025,psychoanalytic_psychotherapy,432,48,all,1,109,75,17.361,432
2010-2025,psychoanalytic_psychotherapy,432,49,services,1,108,47,10.88,432
2010-2025,psychoanalytic_psychotherapy,432,50,time,1,106,77,17.824,432
2010-2025,psychoanalytic_psychotherapy,432,51,forensic,1,103,28,6.481,432
2010-2025,psychoanalytic_psychotherapy,432,52,process,1,100,61,14.12,432
2010-2025,psychoanalytic_psychotherapy,432,53,social,1,99,62,14.352,432
2010-2025,psychoanalytic_psychotherapy,432,54,first,1,98,78,18.056,432
2010-2025,psychoanalytic_psychotherapy,432,55,dynamic,1,97,37,8.565,432
2010-2025,psychoanalytic_psychotherapy,432,56,child,1,96,43,9.954,432
2010-2025,psychoanalytic_psychotherapy,432,57,john,1,95,35,8.102,432
2010-2025,psychoanalytic_psychotherapy,432,58,attachment,1,95,36,8.333,432
2010-2025,psychoanalytic_psychotherapy,432,59,psychological,1,95,64,14.815,432
2010-2025,psychoanalytic_psychotherapy,432,60,evidence-based,1,94,33,7.639,432
2010-2025,psychoanalytic_psychotherapy,432,61,disorders,1,92,43,9.954,432
2010-2025,psychoanalytic_psychotherapy,432,62,supervision,1,92,29,6.713,432
2010-2025,psychoanalytic_psychotherapy,432,63,org,1,92,47,10.88,432
2010-2025,psychoanalytic_psychotherapy,432,64,mind,1,91,53,12.269,432
2010-2025,psychoanalytic_psychotherapy,432,65,public,1,90,47,10.88,432
2010-2025,psychoanalytic_psychotherapy,432,66,need,1,90,74,17.13,432
2010-2025,psychoanalytic_psychotherapy,432,67,groups,1,90,35,8.102,432
2010-2025,psychoanalytic_psychotherapy,432,68,http,1,88,43,9.954,432
2010-2025,psychoanalytic_psychotherapy,432,69,department,1,87,67,15.509,432
2010-2025,psychoanalytic_psychotherapy,432,70,orcid,1,87,42,9.722,432
2010-2025,psychoanalytic_psychotherapy,432,71,emotional,1,86,45,10.417,432
2010-2025,psychoanalytic_psychotherapy,432,72,well,1,86,72,16.667,432
2010-2025,psychoanalytic_psychotherapy,432,73,own,1,85,60,13.889,432
2010-2025,psychoanalytic_psychotherapy,432,74,life,1,85,49,11.343,432
2010-2025,psychoanalytic_psychotherapy,432,75,over,1,83,61,14.12,432
